,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities,average price,market price,foil price
767,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244334&type=card,Magic 2012 (Land),"['1', 'Blue']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
768,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244334&type=card,Magic 2012 (Land),"['1', 'Blue']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
769,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244334&type=card,Magic 2012 (Land),"['1', 'Blue']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
770,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244334&type=card,Magic 2012 (Land),"['1', 'Blue']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
771,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249733&type=card,Magic 2013 (Land),"['3', 'White']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
772,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249733&type=card,Magic 2013 (Land),"['3', 'White']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
773,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249733&type=card,Magic 2013 (Land),"['3', 'White']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
774,Plains,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249733&type=card,Magic 2013 (Land),"['3', 'White']",0,Basic Land — Plains,,None,"MARKET
$3.90","FOIL
$4.00"
775,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191599&type=card,Magic 2010 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.,None,"MARKET
$3.90","FOIL
$4.00"
776,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191599&type=card,Magic 2010 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.,"AVERAGE
$0.42","MARKET
$0.24","FOIL
$0.74"
777,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275269&type=card,Magic 2013 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.,None,"MARKET
$3.90","FOIL
$4.00"
778,Planar Cleansing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275269&type=card,Magic 2013 (Rare),"['3', 'White', 'White', 'White']",6,Sorcery,Destroy all nonland permanents.,"AVERAGE
$0.42","MARKET
$0.24","FOIL
$0.74"
779,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191313&type=card,Magic 2010 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game.","AVERAGE
$12.77","MARKET
$10.54","FOIL
$29.97"
780,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191313&type=card,Magic 2010 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game.","AVERAGE
$12.77","MARKET
$10.54","FOIL
$29.97"
781,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206329&type=card,Magic 2011 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game.","AVERAGE
$12.77","MARKET
$10.54","FOIL
$29.97"
782,Platinum Angel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206329&type=card,Magic 2011 (Mythic Rare),['7'],7,Artifact Creature — Angel (4/4),"Flying
You can't lose the game and your opponents can't win the game.","AVERAGE
$12.77","MARKET
$10.54","FOIL
$29.97"
783,Polymorph,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191380&type=card,Magic 2010 (Rare),"['3', 'Blue']",4,Sorcery,"Destroy target creature. It can't be regenerated. Its controller reveals cards from the top of their library until they reveal a creature card. The player puts that card onto the battlefield, then shuffles all other cards revealed this way into their library.","AVERAGE
$12.77","MARKET
$10.54","FOIL
$29.97"
784,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190159&type=card,Magic 2010 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card.","AVERAGE
$0.20","MARKET
$0.03","FOIL
$0.43"
785,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190159&type=card,Magic 2010 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card.","AVERAGE
$0.20","MARKET
$0.03","FOIL
$0.43"
786,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244313&type=card,Magic 2012 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card.","AVERAGE
$0.20","MARKET
$0.03","FOIL
$0.43"
787,Ponder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244313&type=card,Magic 2012 (Common),['Blue'],1,Sorcery,"Look at the top three cards of your library, then put them back in any order. You may shuffle.
Draw a card.","AVERAGE
$0.20","MARKET
$0.03","FOIL
$0.43"
788,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189900&type=card,Magic 2010 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
789,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189900&type=card,Magic 2010 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
790,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205111&type=card,Magic 2011 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
791,Prized Unicorn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205111&type=card,Magic 2011 (Uncommon),"['3', 'Green']",4,Creature — Unicorn (2/2),All creatures able to block Prized Unicorn do so.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
792,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191102&type=card,Magic 2010 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
793,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191102&type=card,Magic 2010 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.,"AVERAGE
$0.20","MARKET
$0.10","FOIL
$0.37"
794,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205231&type=card,Magic 2011 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.,"AVERAGE
$0.25","MARKET
$0.12","FOIL
$0.50"
795,Prodigal Pyromancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205231&type=card,Magic 2011 (Uncommon),"['2', 'Red']",3,Creature — Human Wizard (1/1),: Prodigal Pyromancer deals 1 damage to any target.,"AVERAGE
$0.20","MARKET
$0.10","FOIL
$0.37"
796,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193753&type=card,Magic 2010 (Mythic Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step.","AVERAGE
$0.20","MARKET
$0.10","FOIL
$0.37"
797,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193753&type=card,Magic 2010 (Mythic Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step.","AVERAGE
$5.00","MARKET
$6.23","FOIL
$9.41"
798,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205112&type=card,Magic 2011 (Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step.","AVERAGE
$0.20","MARKET
$0.10","FOIL
$0.37"
799,Protean Hydra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205112&type=card,Magic 2011 (Rare),"['Variable Colorless', 'Green']",1,Creature — Hydra (0/0),"Protean Hydra enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Protean Hydra, prevent that damage and remove that many +1/+1 counters from it.
Whenever a +1/+1 counter is removed from Protean Hydra, put two +1/+1 counters on it at the beginning of the next end step.","AVERAGE
$5.00","MARKET
$6.23","FOIL
$9.41"
800,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194425&type=card,Magic 2010 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.,"AVERAGE
$0.41","MARKET
$0.25","FOIL
$3.00"
801,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=194425&type=card,Magic 2010 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.,"AVERAGE
$0.41","MARKET
$0.25","FOIL
$3.00"
802,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208009&type=card,Magic 2011 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.,"AVERAGE
$0.41","MARKET
$0.25","FOIL
$3.00"
803,Pyroclasm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208009&type=card,Magic 2011 (Uncommon),"['1', 'Red']",2,Sorcery,Pyroclasm deals 2 damage to each creature.,"AVERAGE
$0.41","MARKET
$0.25","FOIL
$3.00"
804,Raging Goblin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191056&type=card,Magic 2010 (Common),['Red'],1,Creature — Goblin Berserker (1/1),Haste (This creature can attack and as soon as it comes under your control.),"AVERAGE
$0.41","MARKET
$0.25","FOIL
$3.00"
805,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189887&type=card,Magic 2010 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.","AVERAGE
$0.21","MARKET
$0.18","FOIL
$0.88"
806,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189887&type=card,Magic 2010 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.","AVERAGE
$0.91","MARKET
$0.63","FOIL
$4.48"
807,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233231&type=card,Magic 2012 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.","AVERAGE
$0.21","MARKET
$0.18","FOIL
$0.88"
808,Rampant Growth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233231&type=card,Magic 2012 (Common),"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.","AVERAGE
$0.91","MARKET
$0.63","FOIL
$4.48"
809,Razorfoot Griffin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189891&type=card,Magic 2010 (Common),"['3', 'White']",4,Creature — Griffin (2/2),"Flying (This creature can't be blocked except by creatures with flying or reach.)
First strike (This creature deals combat damage before creatures without first strike.)","AVERAGE
$0.91","MARKET
$0.63","FOIL
$4.48"
810,Regenerate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193739&type=card,Magic 2010 (Common),"['1', 'Green']",2,Instant,"Regenerate target creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)","AVERAGE
$0.19","MARKET
$0.08","FOIL
$29.46"
811,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191336&type=card,Magic 2010 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats.","AVERAGE
$2.22","MARKET
$2.33","FOIL
$3.99"
812,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191336&type=card,Magic 2010 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats.","AVERAGE
$2.22","MARKET
$2.33","FOIL
$3.99"
813,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205082&type=card,Magic 2011 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats.","AVERAGE
$2.22","MARKET
$2.33","FOIL
$3.99"
814,Relentless Rats,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205082&type=card,Magic 2011 (Uncommon),"['1', 'Black', 'Black']",3,Creature — Rat (2/2),"Relentless Rats gets +1/+1 for each other creature on the battlefield named Relentless Rats.
A deck can have any number of cards named Relentless Rats.","AVERAGE
$2.22","MARKET
$2.33","FOIL
$3.99"
815,Rhox Pikemaster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190576&type=card,Magic 2010 (Uncommon),"['2', 'White', 'White']",4,Creature — Rhino Soldier (3/3),"First strike (This creature deals combat damage before creatures without first strike.)
Other Soldier creatures you control have first strike.","AVERAGE
$2.22","MARKET
$2.33","FOIL
$3.99"
816,Righteousness,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191341&type=card,Magic 2010 (Uncommon),['White'],1,Instant,Target blocking creature gets +7/+7 until end of turn.,"AVERAGE
$0.25","MARKET
$0.14","FOIL
$0.63"
817,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190192&type=card,Magic 2010 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.27","MARKET
$0.14","FOIL
$0.80"
818,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190192&type=card,Magic 2010 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
819,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190192&type=card,Magic 2010 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
820,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205113&type=card,Magic 2011 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.27","MARKET
$0.14","FOIL
$0.80"
821,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205113&type=card,Magic 2011 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
822,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205113&type=card,Magic 2011 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
823,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260981&type=card,Magic 2013 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.27","MARKET
$0.14","FOIL
$0.80"
824,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260981&type=card,Magic 2013 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
825,Rise from the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260981&type=card,Magic 2013 (Uncommon),"['4', 'Black']",5,Sorcery,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,"AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
826,Rod of Ruin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191339&type=card,Magic 2010 (Uncommon),['4'],4,Artifact,", : Rod of Ruin deals 1 damage to any target.","AVERAGE
$0.23","MARKET
$0.07","FOIL
$0.35"
827,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191057&type=card,Magic 2010 (Rare),['4'],0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$0.24","MARKET
$3.03","FOIL
$5.12"
828,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191057&type=card,Magic 2010 (Rare),['4'],0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
829,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191057&type=card,Magic 2010 (Rare),['4'],0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
830,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191057&type=card,Magic 2010 (Rare),['4'],0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
831,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205114&type=card,Magic 2011 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$0.24","MARKET
$3.03","FOIL
$5.12"
832,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205114&type=card,Magic 2011 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
833,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205114&type=card,Magic 2011 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
834,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205114&type=card,Magic 2011 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
835,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221922&type=card,Magic 2012 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$0.24","MARKET
$3.03","FOIL
$5.12"
836,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221922&type=card,Magic 2012 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
837,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221922&type=card,Magic 2012 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
838,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221922&type=card,Magic 2012 (Rare),"['2', 'White']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
839,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249735&type=card,Magic 2013 (Rare),"['3', 'Green']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$0.24","MARKET
$3.03","FOIL
$5.12"
840,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249735&type=card,Magic 2013 (Rare),"['3', 'Green']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
841,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249735&type=card,Magic 2013 (Rare),"['3', 'Green']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
842,Rootbound Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249735&type=card,Magic 2013 (Rare),"['3', 'Green']",0,Land,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
: Add or .","AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
843,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191318&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
844,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191318&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
845,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191318&type=card,Magic 2010 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
846,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205233&type=card,Magic 2011 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
847,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205233&type=card,Magic 2011 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
848,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205233&type=card,Magic 2011 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
849,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236464&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$3.49","MARKET
$3.03","FOIL
$5.12"
850,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236464&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
851,Royal Assassin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236464&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Human Assassin (1/1),: Destroy target tapped creature.,"AVERAGE
$0.86","MARKET
$0.76","FOIL
$1.96"
852,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189888&type=card,Magic 2010 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
853,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189888&type=card,Magic 2010 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
854,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189888&type=card,Magic 2010 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
855,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207337&type=card,Magic 2011 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
856,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207337&type=card,Magic 2011 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
857,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207337&type=card,Magic 2011 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
858,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221893&type=card,Magic 2012 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
859,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221893&type=card,Magic 2012 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
860,Runeclaw Bear,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221893&type=card,Magic 2012 (Common),"['1', 'Green']",2,Creature — Bear (2/2),,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
861,Safe Passage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190176&type=card,Magic 2010 (Common),"['2', 'White']",3,Instant,Prevent all damage that would be dealt to you and creatures you control this turn.,"AVERAGE
$0.21","MARKET
$0.09","FOIL
$0.31"
862,Safe Passage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190176&type=card,Magic 2010 (Common),"['2', 'White']",3,Instant,Prevent all damage that would be dealt to you and creatures you control this turn.,"AVERAGE
$0.20","MARKET
$0.09","FOIL
$0.32"
