,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
197,Primal Command,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141824&type=card,Lorwyn (Rare),"['3', 'Green', 'Green']",5,Sorcery,"Choose two —
• Target player gains 7 life.
• Put target noncreature permanent on top of its owner's library.
• Target player shuffles their graveyard into their library.
• Search your library for a creature card, reveal it, put it into your hand, then shuffle."
198,Profane Command,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141814&type=card,Lorwyn (Rare),"['Variable Colorless', 'Black', 'Black']",2,Sorcery,"Choose two —
• Target player loses X life.
• Return target creature card with mana value X or less from your graveyard to the battlefield.
• Target creature gets -X/-X until end of turn.
• Up to X target creatures gain fear until end of turn. (They can't be blocked except by artifact creatures and/or black creatures.)"
199,Protective Bubble,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139687&type=card,Lorwyn (Common),"['3', 'Blue']",4,Enchantment — Aura,"Enchant creature
Enchanted creature can't be blocked and has shroud. (It can't be the target of spells or abilities.)"
200,Prowess of the Fair,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146167&type=card,Lorwyn (Uncommon),"['1', 'Black']",2,Tribal Enchantment — Elf,"Whenever another nontoken Elf is put into your graveyard from the battlefield, you may create a 1/1 green Elf Warrior creature token."
201,Purity,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140214&type=card,Lorwyn (Rare),"['3', 'White', 'White', 'White']",6,Creature — Elemental Incarnation (6/6),"Flying
If noncombat damage would be dealt to you, prevent that damage. You gain life equal to the damage prevented this way.
When Purity is put into a graveyard from anywhere, shuffle it into its owner's library."
202,Quill-Slinger Boggart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139469&type=card,Lorwyn (Common),"['3', 'Black']",4,Creature — Goblin Warrior (3/2),"Whenever a player casts a Kithkin spell, you may have target player lose 1 life."
203,Rebellion of the Flamekin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139679&type=card,Lorwyn (Uncommon),"['3', 'Red']",4,Tribal Enchantment — Elemental,"Whenever you clash, you may pay . If you do, create a 3/1 red Elemental Shaman creature token. If you won, that token gains haste until end of turn. (This ability triggers after the clash ends.)"
204,Rings of Brighthearth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140216&type=card,Lorwyn (Rare),['3'],3,Artifact,"Whenever you activate an ability, if it isn't a mana ability, you may pay . If you do, copy that ability. You may choose new targets for the copy."
205,Ringskipper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145802&type=card,Lorwyn (Common),"['1', 'Blue']",2,Creature — Faerie Wizard (1/1),"Flying
When Ringskipper dies, clash with an opponent. If you win, return Ringskipper to its owner's hand. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
206,Rootgrapple,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139499&type=card,Lorwyn (Common),"['4', 'Green']",5,Tribal Instant — Treefolk,"Destroy target noncreature permanent. If you control a Treefolk, draw a card."
207,Runed Stalactite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139508&type=card,Lorwyn (Common),['1'],1,Artifact — Equipment,"Equipped creature gets +1/+1 and is every creature type.
Equip"
208,Scarred Vinebreeder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139674&type=card,Lorwyn (Common),"['1', 'Black']",2,Creature — Elf Shaman (1/1),", Exile an Elf card from your graveyard: Scarred Vinebreeder gets +3/+3 until end of turn."
209,Scattering Stroke,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139668&type=card,Lorwyn (Uncommon),"['2', 'Blue', 'Blue']",4,Instant,"Counter target spell. Clash with an opponent. If you win, at the beginning of your next main phase, you may add an amount of equal to that spell's mana value. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
210,Scion of Oona,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139741&type=card,Lorwyn (Rare),"['2', 'Blue']",3,Creature — Faerie Soldier (1/1),"Flash
Flying
Other Faerie creatures you control get +1/+1.
Other Faeries you control have shroud. (They can't be the targets of spells or abilities.)"
211,Secluded Glen,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153458&type=card,Lorwyn (Rare),"['2', 'Blue']",0,Land,"As Secluded Glen enters the battlefield, you may reveal a Faerie card from your hand. If you don't, Secluded Glen enters the battlefield tapped.
: Add or ."
212,Seedguide Ash,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146165&type=card,Lorwyn (Uncommon),"['4', 'Green']",5,Creature — Treefolk Druid (4/4),"When Seedguide Ash dies, you may search your library for up to three Forest cards, put them onto the battlefield tapped, then shuffle."
213,Sentinels of Glen Elendra,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139426&type=card,Lorwyn (Common),"['3', 'Blue']",4,Creature — Faerie Soldier (2/3),"Flash
Flying"
214,Sentry Oak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145970&type=card,Lorwyn (Uncommon),"['4', 'White']",5,Creature — Treefolk Warrior (3/5),"Defender
At the beginning of combat on your turn, you may clash with an opponent. If you win, Sentry Oak gets +2/+0 and loses defender until end of turn. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
215,Shapesharer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140200&type=card,Lorwyn (Rare),"['1', 'Blue']",2,Creature — Shapeshifter (1/1),"Changeling (This card is every creature type.)
: Target Shapeshifter becomes a copy of target creature until your next turn."
216,Shelldock Isle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146178&type=card,Lorwyn (Rare),"['1', 'Blue']",0,Land,"Hideaway (This land enters the battlefield tapped. When it does, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library.)
: Add .
, : You may play the exiled card without paying its mana cost if a library has twenty or fewer cards in it."
217,Shields of Velis Vel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139411&type=card,Lorwyn (Common),['White'],1,Tribal Instant — Shapeshifter,"Changeling (This card is every creature type.)
Creatures target player controls get +0/+1 and gain all creature types until end of turn."
218,Shimmering Grotto,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141802&type=card,Lorwyn (Common),['White'],0,Land,": Add .
, : Add one mana of any color."
219,Shriekmaw,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146175&type=card,Lorwyn (Uncommon),"['4', 'Black']",5,Creature — Elemental (3/2),"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
When Shriekmaw enters the battlefield, destroy target nonartifact, nonblack creature.
Evoke (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)"
220,Silvergill Adept,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139682&type=card,Lorwyn (Uncommon),"['1', 'Blue']",2,Creature — Merfolk Wizard (2/1),"As an additional cost to cast this spell, reveal a Merfolk card from your hand or pay .
When Silvergill Adept enters the battlefield, draw a card."
221,Silvergill Douser,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141853&type=card,Lorwyn (Common),"['1', 'Blue']",2,Creature — Merfolk Wizard (1/1),": Target creature gets -X/-0 until end of turn, where X is the number of Merfolk and/or Faeries you control."
222,Skeletal Changeling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145809&type=card,Lorwyn (Common),"['1', 'Black']",2,Creature — Shapeshifter (1/1),"Changeling (This card is every creature type.)
: Regenerate Skeletal Changeling."
223,Smokebraider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139465&type=card,Lorwyn (Common),"['1', 'Red']",2,Creature — Elemental Shaman (1/1),: Add two mana in any combination of colors. Spend this mana only to cast Elemental spells or activate abilities of Elementals.
224,Soaring Hope,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139511&type=card,Lorwyn (Common),"['4', 'White']",5,Enchantment — Aura,"Enchant creature
When Soaring Hope enters the battlefield, you gain 3 life.
Enchanted creature has flying.
: Put Soaring Hope on top of its owner's library."
225,Soulbright Flamekin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139467&type=card,Lorwyn (Common),"['1', 'Red']",2,Creature — Elemental Shaman (2/1),": Target creature gains trample until end of turn. If this is the third time this ability has resolved this turn, you may add ."
226,Sower of Temptation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140165&type=card,Lorwyn (Rare),"['2', 'Blue', 'Blue']",4,Creature — Faerie Wizard (2/2),"Flying
When Sower of Temptation enters the battlefield, gain control of target creature for as long as Sower of Temptation remains on the battlefield."
227,Spellstutter Sprite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139429&type=card,Lorwyn (Common),"['1', 'Blue']",2,Creature — Faerie Wizard (1/1),"Flash
Flying
When Spellstutter Sprite enters the battlefield, counter target spell with mana value X or less, where X is the number of Faeries you control."
228,Spiderwig Boggart,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146445&type=card,Lorwyn (Common),"['2', 'Black']",3,Creature — Goblin Shaman (2/2),"When Spiderwig Boggart enters the battlefield, target creature gains fear until end of turn. (It can't be blocked except by artifact creatures and/or black creatures.)"
229,Spinerock Knoll,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139514&type=card,Lorwyn (Rare),"['2', 'Black']",0,Land,"Hideaway (This land enters the battlefield tapped. When it does, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library.)
: Add .
, : You may play the exiled card without paying its mana cost if an opponent was dealt 7 or more damage this turn."
230,Spring Cleaning,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139489&type=card,Lorwyn (Common),"['1', 'Green']",2,Instant,"Destroy target enchantment. Clash with an opponent. If you win, destroy all enchantments your opponents control. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
231,Springjack Knight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143016&type=card,Lorwyn (Common),"['2', 'White']",3,Creature — Kithkin Knight (2/1),"Whenever Springjack Knight attacks, clash with an opponent. If you win, target creature gains double strike until end of turn. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
232,Springleaf Drum,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139509&type=card,Lorwyn (Common),['1'],1,Artifact,", Tap an untapped creature you control: Add one mana of any color."
233,Squeaking Pie Sneak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139710&type=card,Lorwyn (Uncommon),"['1', 'Black']",2,Creature — Goblin Rogue (2/2),"As an additional cost to cast this spell, reveal a Goblin card from your hand or pay .
Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)"
234,Stinkdrinker Daredevil,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143607&type=card,Lorwyn (Common),"['2', 'Red']",3,Creature — Goblin Rogue (1/3),Giant spells you cast cost less to cast.
235,Stonybrook Angler,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=142358&type=card,Lorwyn (Common),"['1', 'Blue']",2,Creature — Merfolk Wizard (1/2),", : You may tap or untap target creature."
236,Streambed Aquitects,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139424&type=card,Lorwyn (Common),"['1', 'Blue', 'Blue']",3,Creature — Merfolk Scout (2/3),": Target Merfolk creature gets +1/+1 and gains islandwalk until end of turn. (It can't be blocked as long as defending player controls an Island.)
: Target land becomes an Island until end of turn."
237,Summon the School,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143684&type=card,Lorwyn (Uncommon),"['3', 'White']",4,Tribal Sorcery — Merfolk,"Create two 1/1 blue Merfolk Wizard creature tokens.
Tap four untapped Merfolk you control: Return Summon the School from your graveyard to your hand."
238,Sunrise Sovereign,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139667&type=card,Lorwyn (Rare),"['5', 'Red']",6,Creature — Giant Warrior (5/5),Other Giant creatures you control get +2/+2 and have trample.
239,Surge of Thoughtweft,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145799&type=card,Lorwyn (Common),"['1', 'White']",2,Tribal Instant — Kithkin,"Creatures you control get +1/+1 until end of turn. If you control a Kithkin, draw a card."
240,Surgespanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141828&type=card,Lorwyn (Rare),"['2', 'Blue', 'Blue']",4,Creature — Merfolk Wizard (2/2),"Whenever Surgespanner becomes tapped, you may pay . If you do, return target permanent to its owner's hand."
241,Swamp,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143629&type=card,Lorwyn (Land),"['2', 'Blue', 'Blue']",0,Basic Land — Swamp,
242,"Sygg, River Guide",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140172&type=card,Lorwyn (Rare),"['White', 'Blue']",2,Legendary Creature — Merfolk Wizard (2/2),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
: Target Merfolk you control gains protection from the color of your choice until end of turn."
243,Sylvan Echoes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146601&type=card,Lorwyn (Uncommon),['Green'],1,Enchantment,"Whenever you clash and win, you may draw a card. (This ability triggers after the clash ends.)"
244,Tar Pitcher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139470&type=card,Lorwyn (Uncommon),"['3', 'Red']",4,Creature — Goblin Shaman (2/2),", Sacrifice a Goblin: Tar Pitcher deals 2 damage to any target."
245,Tarfire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139476&type=card,Lorwyn (Common),['Red'],1,Tribal Instant — Goblin,Tarfire deals 2 damage to any target.
246,Thieving Sprite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139452&type=card,Lorwyn (Common),"['2', 'Black']",3,Creature — Faerie Rogue (1/1),"Flying
When Thieving Sprite enters the battlefield, target player reveals X cards from their hand, where X is the number of Faeries you control. You choose one of those cards. That player discards that card."
247,Thorn of Amethyst,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140166&type=card,Lorwyn (Rare),['2'],2,Artifact,Noncreature spells cost more to cast.
248,Thorntooth Witch,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143015&type=card,Lorwyn (Uncommon),"['5', 'Black']",6,Creature — Treefolk Shaman (3/4),"Whenever you cast a Treefolk spell, you may have target creature get +3/-3 until end of turn."
249,Thoughtseize,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145969&type=card,Lorwyn (Rare),['Black'],1,Sorcery,Target player reveals their hand. You choose a nonland card from it. That player discards that card. You lose 2 life.
250,Thoughtweft Trio,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140232&type=card,Lorwyn (Rare),"['2', 'White', 'White']",4,Creature — Kithkin Soldier (5/5),"First strike, vigilance
Champion a Kithkin (When this enters the battlefield, sacrifice it unless you exile another Kithkin you control. When this leaves the battlefield, that card returns to the battlefield.)
Thoughtweft Trio can block any number of creatures."
251,Thousand-Year Elixir,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139505&type=card,Lorwyn (Rare),['3'],3,Artifact,"You may activate abilities of creatures you control as though those creatures had haste.
, : Untap target creature."
252,Thundercloud Shaman,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139738&type=card,Lorwyn (Uncommon),"['3', 'Red', 'Red']",5,Creature — Giant Shaman (4/4),"When Thundercloud Shaman enters the battlefield, it deals damage equal to the number of Giants you control to each non-Giant creature."
253,Tideshaper Mystic,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=142362&type=card,Lorwyn (Common),['Blue'],1,Creature — Merfolk Wizard (1/1),: Target land becomes the basic land type of your choice until end of turn. Activate only during your turn.
254,Timber Protector,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139690&type=card,Lorwyn (Rare),"['4', 'Green']",5,Creature — Treefolk Warrior (4/6),"Other Treefolk creatures you control get +1/+1.
Other Treefolk and Forests you control have indestructible."
255,Treefolk Harbinger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139495&type=card,Lorwyn (Uncommon),['Green'],1,Creature — Treefolk Druid (0/3),"When Treefolk Harbinger enters the battlefield, you may search your library for a Treefolk or Forest card, reveal it, then shuffle and put that card on top."
256,Triclopean Sight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146580&type=card,Lorwyn (Common),"['1', 'White']",2,Enchantment — Aura,"Flash
Enchant creature
When Triclopean Sight enters the battlefield, untap enchanted creature.
Enchanted creature gets +1/+1 and has vigilance."
257,Turtleshell Changeling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145807&type=card,Lorwyn (Uncommon),"['3', 'Blue']",4,Creature — Shapeshifter (1/4),"Changeling (This card is every creature type.)
: Switch Turtleshell Changeling's power and toughness until end of turn."
258,Twinning Glass,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=143375&type=card,Lorwyn (Rare),['4'],4,Artifact,", : You may cast a spell from your hand without paying its mana cost if it has the same name as a spell that was cast this turn."
259,Veteran of the Depths,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139669&type=card,Lorwyn (Uncommon),"['3', 'White']",4,Creature — Merfolk Soldier (2/2),"Whenever Veteran of the Depths becomes tapped, you may put a +1/+1 counter on it."
260,Vigor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140227&type=card,Lorwyn (Rare),"['3', 'Green', 'Green', 'Green']",6,Creature — Elemental Incarnation (6/6),"Trample
If damage would be dealt to another creature you control, prevent that damage. Put a +1/+1 counter on that creature for each 1 damage prevented this way.
When Vigor is put into a graveyard from anywhere, shuffle it into its owner's library."
261,Vivid Crag,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141882&type=card,Lorwyn (Uncommon),"['3', 'Green', 'Green', 'Green']",0,Land,"Vivid Crag enters the battlefield tapped with two charge counters on it.
: Add .
, Remove a charge counter from Vivid Crag: Add one mana of any color."
262,Vivid Creek,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141881&type=card,Lorwyn (Uncommon),"['3', 'Green', 'Green', 'Green']",0,Land,"Vivid Creek enters the battlefield tapped with two charge counters on it.
: Add .
, Remove a charge counter from Vivid Creek: Add one mana of any color."
263,Vivid Grove,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141879&type=card,Lorwyn (Uncommon),"['3', 'Green', 'Green', 'Green']",0,Land,"Vivid Grove enters the battlefield tapped with two charge counters on it.
: Add .
, Remove a charge counter from Vivid Grove: Add one mana of any color."
264,Vivid Marsh,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141880&type=card,Lorwyn (Uncommon),"['3', 'Green', 'Green', 'Green']",0,Land,"Vivid Marsh enters the battlefield tapped with two charge counters on it.
: Add .
, Remove a charge counter from Vivid Marsh: Add one mana of any color."
265,Vivid Meadow,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=141883&type=card,Lorwyn (Uncommon),"['3', 'Green', 'Green', 'Green']",0,Land,"Vivid Meadow enters the battlefield tapped with two charge counters on it.
: Add .
, Remove a charge counter from Vivid Meadow: Add one mana of any color."
266,Wanderer's Twig,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139510&type=card,Lorwyn (Common),['1'],1,Artifact,", Sacrifice Wanderer's Twig: Search your library for a basic land card, reveal it, put it into your hand, then shuffle."
267,Wanderwine Hub,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153456&type=card,Lorwyn (Rare),['1'],0,Land,"As Wanderwine Hub enters the battlefield, you may reveal a Merfolk card from your hand. If you don't, Wanderwine Hub enters the battlefield tapped.
: Add or ."
268,Wanderwine Prophets,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140177&type=card,Lorwyn (Rare),"['4', 'Blue', 'Blue']",6,Creature — Merfolk Wizard (4/4),"Champion a Merfolk (When this enters the battlefield, sacrifice it unless you exile another Merfolk you control. When this leaves the battlefield, that card returns to the battlefield.)
Whenever Wanderwine Prophets deals combat damage to a player, you may sacrifice a Merfolk. If you do, take an extra turn after this one."
269,Warren Pilferers,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145967&type=card,Lorwyn (Common),"['4', 'Black']",5,Creature — Goblin Rogue (3/3),"When Warren Pilferers enters the battlefield, return target creature card from your graveyard to your hand. If that card is a Goblin card, Warren Pilferers gains haste until end of turn."
270,Warren-Scourge Elf,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139450&type=card,Lorwyn (Common),"['1', 'Green']",2,Creature — Elf Warrior (1/1),Protection from Goblins
271,Weed Strangle,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145991&type=card,Lorwyn (Common),"['3', 'Black', 'Black']",5,Sorcery,"Destroy target creature. Clash with an opponent. If you win, you gain life equal to that creature's toughness. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
272,Wellgabber Apothecary,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139400&type=card,Lorwyn (Common),"['4', 'White']",5,Creature — Merfolk Cleric (2/3),: Prevent all damage that would be dealt to target tapped Merfolk or Kithkin creature this turn.
273,Whirlpool Whelm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145975&type=card,Lorwyn (Common),"['1', 'Blue']",2,Instant,"Clash with an opponent, then return target creature to its owner's hand. If you win, you may put that creature on top of its owner's library instead. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)"
274,Wild Ricochet,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146600&type=card,Lorwyn (Rare),"['2', 'Red', 'Red']",4,Instant,You may choose new targets for target instant or sorcery spell. Then copy that spell. You may choose new targets for the copy.
275,Windbrisk Heights,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145798&type=card,Lorwyn (Rare),"['2', 'Red', 'Red']",0,Land,"Hideaway (This land enters the battlefield tapped. When it does, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library.)
: Add .
, : You may play the exiled card without paying its mana cost if you attacked with three or more creatures this turn."
276,Wings of Velis Vel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139678&type=card,Lorwyn (Common),"['1', 'Blue']",2,Tribal Instant — Shapeshifter,"Changeling (This card is every creature type.)
Until end of turn, target creature has base power and toughness 4/4, gains all creature types, and gains flying."
277,Wispmare,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145974&type=card,Lorwyn (Common),"['2', 'White']",3,Creature — Elemental (1/3),"Flying
When Wispmare enters the battlefield, destroy target enchantment.
Evoke (You may cast this spell for its evoke cost. If you do, it's sacrificed when it enters the battlefield.)"
278,Wizened Cenn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139716&type=card,Lorwyn (Uncommon),"['White', 'White']",2,Creature — Kithkin Cleric (2/2),Other Kithkin creatures you control get +1/+1.
279,Woodland Changeling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=145816&type=card,Lorwyn (Common),"['1', 'Green']",2,Creature — Shapeshifter (2/2),Changeling (This card is every creature type.)
280,Woodland Guidance,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=146594&type=card,Lorwyn (Uncommon),"['3', 'Green']",4,Sorcery,"Return target card from your graveyard to your hand. Clash with an opponent. If you win, untap all Forests you control. (Each clashing player reveals the top card of their library, then puts that card on the top or bottom. A player wins if their card had a higher mana value.)
Exile Woodland Guidance."
281,"Wort, Boggart Auntie",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140226&type=card,Lorwyn (Rare),"['2', 'Black', 'Red']",4,Legendary Creature — Goblin Shaman (3/3),"Fear (This creature can't be blocked except by artifact creatures and/or black creatures.)
At the beginning of your upkeep, you may return target Goblin card from your graveyard to your hand."
282,Wren's Run Packmaster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140194&type=card,Lorwyn (Rare),"['3', 'Green']",4,Creature — Elf Warrior (5/5),"Champion an Elf (When this creature enters the battlefield, sacrifice it unless you exile another Elf you control. When this creature leaves the battlefield, that card returns to the battlefield.)
: Create a 2/2 green Wolf creature token.
Wolves you control have deathtouch."
283,Wren's Run Vanquisher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=139736&type=card,Lorwyn (Uncommon),"['1', 'Green']",2,Creature — Elf Warrior (3/3),"As an additional cost to cast this spell, reveal an Elf card from your hand or pay .
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)"
284,"Wydwen, the Biting Gale",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=140229&type=card,Lorwyn (Rare),"['2', 'Blue', 'Black']",4,Legendary Creature — Faerie Wizard (3/3),"Flash
Flying
, Pay 1 life: Return Wydwen, the Biting Gale to its owner's hand."
285,Zephyr Net,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=142357&type=card,Lorwyn (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature has defender and flying."
