,card name,img url,edition - rarity,mana cost,converted mana cost,type,abilities
490,Benalish Veteran,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228117&type=card,Magic 2012 (Common),"['2', 'White']",3,Creature — Human Soldier (2/2),"Whenever Benalish Veteran attacks, it gets +1/+1 until end of turn."
491,Birds of Paradise,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221896&type=card,Magic 2012 (Rare),['Green'],1,Creature — Bird (0/1),"Flying
: Add one mana of any color."
492,Blood Ogre,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220227&type=card,Magic 2012 (Common),"['2', 'Red']",3,Creature — Ogre Warrior (2/2),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
First strike (This creature deals combat damage before creatures without first strike.)"
493,Blood Seeker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244252&type=card,Magic 2012 (Common),"['1', 'Black']",2,Creature — Vampire Shaman (1/1),"Whenever a creature enters the battlefield under an opponent's control, you may have that player lose 1 life."
494,Bloodlord of Vaasgoth,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220306&type=card,Magic 2012 (Mythic Rare),"['3', 'Black', 'Black']",5,Creature — Vampire Warrior (3/3),"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)
Flying
Whenever you cast a Vampire creature spell, it gains bloodthirst 3."
495,Bloodrage Vampire,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220125&type=card,Magic 2012 (Common),"['2', 'Black']",3,Creature — Vampire (3/1),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)"
496,Bonebreaker Giant,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226582&type=card,Magic 2012 (Common),"['4', 'Red']",5,Creature — Giant (4/4),
497,Bountiful Harvest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226901&type=card,Magic 2012 (Common),"['4', 'Green']",5,Sorcery,You gain 1 life for each land you control.
498,Brindle Boar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244824&type=card,Magic 2012 (Common),"['2', 'Green']",3,Creature — Boar (2/2),Sacrifice Brindle Boar: You gain 4 life.
499,Brink of Disaster,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244246&type=card,Magic 2012 (Common),"['2', 'Black', 'Black']",4,Enchantment — Aura,"Enchant creature or land
When enchanted permanent becomes tapped, destroy it."
500,Buried Ruin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220302&type=card,Magic 2012 (Uncommon),"['2', 'Black', 'Black']",0,Land,": Add .
, , Sacrifice Buried Ruin: Return target artifact card from your graveyard to your hand."
501,Call to the Grave,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236460&type=card,Magic 2012 (Rare),"['4', 'Black']",5,Enchantment,"At the beginning of each player's upkeep, that player sacrifices a non-Zombie creature.
At the beginning of the end step, if no creatures are on the battlefield, sacrifice Call to the Grave."
502,Cancel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227225&type=card,Magic 2012 (Common),"['1', 'Blue', 'Blue']",3,Instant,Counter target spell.
503,Carnage Wurm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220220&type=card,Magic 2012 (Uncommon),"['6', 'Green']",7,Creature — Wurm (6/6),"Bloodthirst 3 (If an opponent was dealt damage this turn, this creature enters the battlefield with three +1/+1 counters on it.)
Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)"
504,Celestial Purge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220195&type=card,Magic 2012 (Uncommon),"['1', 'White']",2,Instant,Exile target black or red permanent.
505,Cemetery Reaper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234070&type=card,Magic 2012 (Rare),"['1', 'Black', 'Black']",3,Creature — Zombie (2/2),"Other Zombie creatures you control get +1/+1.
, : Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token."
506,"Chandra, the Firebrand",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220146&type=card,Magic 2012 (Mythic Rare),"['3', 'Red']",4,Legendary Planeswalker — Chandra (3),"+1: Chandra, the Firebrand deals 1 damage to any target.
−2: When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.
−6: Chandra, the Firebrand deals 6 damage to each of up to six targets."
507,Chandra's Outrage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226585&type=card,Magic 2012 (Common),"['2', 'Red', 'Red']",4,Instant,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.
508,Chandra's Phoenix,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220298&type=card,Magic 2012 (Rare),"['1', 'Red', 'Red']",3,Creature — Phoenix (2/2),"Flying
Haste (This creature can attack and as soon as it comes under your control.)
Whenever an opponent is dealt damage by a red instant or sorcery spell you control or by a red planeswalker you control, return Chandra's Phoenix from your graveyard to your hand."
509,Chasm Drake,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220225&type=card,Magic 2012 (Common),"['4', 'Blue']",5,Creature — Drake (3/3),"Flying
Whenever Chasm Drake attacks, target creature you control gains flying until end of turn."
510,Child of Night,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234560&type=card,Magic 2012 (Common),"['1', 'Black']",2,Creature — Vampire (2/1),Lifelink
511,Circle of Flame,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220273&type=card,Magic 2012 (Uncommon),"['1', 'Red']",2,Enchantment,"Whenever a creature without flying attacks you or a planeswalker you control, Circle of Flame deals 1 damage to that creature."
512,Combust,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226591&type=card,Magic 2012 (Uncommon),"['1', 'Red']",2,Instant,"This spell can't be countered.
Combust deals 5 damage to target white or blue creature. The damage can't be prevented."
513,Consume Spirit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244249&type=card,Magic 2012 (Uncommon),"['Variable Colorless', '1', 'Black']",2,Sorcery,"Spend only black mana on X.
Consume Spirit deals X damage to any target and you gain X life."
514,Coral Merfolk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227223&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Creature — Merfolk (2/1),
515,Crimson Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220069&type=card,Magic 2012 (Uncommon),"['1', 'Red']",2,Creature — Human Shaman (2/1),: Target creature you control gains haste until end of turn. (It can attack and this turn.)
516,Crown of Empires,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220297&type=card,Magic 2012 (Uncommon),['2'],2,Artifact,", : Tap target creature. Gain control of that creature instead if you control artifacts named Scepter of Empires and Throne of Empires."
517,Crumbling Colossus,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220113&type=card,Magic 2012 (Uncommon),['5'],5,Artifact Creature — Golem (7/4),"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Crumbling Colossus attacks, sacrifice it at end of combat."
518,Cudgel Troll,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221895&type=card,Magic 2012 (Uncommon),"['2', 'Green', 'Green']",4,Creature — Troll (4/3),": Regenerate Cudgel Troll. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)"
519,Dark Favor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220293&type=card,Magic 2012 (Common),"['1', 'Black']",2,Enchantment — Aura,"Enchant creature
When Dark Favor enters the battlefield, you lose 1 life.
Enchanted creature gets +3/+1."
520,Day of Judgment,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220139&type=card,Magic 2012 (Rare),"['2', 'White', 'White']",4,Sorcery,Destroy all creatures.
521,Deathmark,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221516&type=card,Magic 2012 (Uncommon),['Black'],1,Sorcery,Destroy target green or white creature.
522,Demon's Horn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221522&type=card,Magic 2012 (Uncommon),['2'],2,Artifact,"Whenever a player casts a black spell, you may gain 1 life."
523,Demystify,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238328&type=card,Magic 2012 (Common),['White'],1,Instant,Destroy target enchantment.
524,Devouring Swarm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226563&type=card,Magic 2012 (Common),"['1', 'Black', 'Black']",3,Creature — Insect (2/1),"Flying
Sacrifice a creature: Devouring Swarm gets +1/+1 until end of turn."
525,Diabolic Tutor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221519&type=card,Magic 2012 (Uncommon),"['2', 'Black', 'Black']",4,Sorcery,"Search your library for a card, put that card into your hand, then shuffle."
526,Disentomb,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244245&type=card,Magic 2012 (Common),['Black'],1,Sorcery,Return target creature card from your graveyard to your hand.
527,Distress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236908&type=card,Magic 2012 (Common),"['Black', 'Black']",2,Sorcery,Target player reveals their hand. You choose a nonland card from it. That player discards that card.
528,Divination,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220194&type=card,Magic 2012 (Common),"['2', 'Blue']",3,Sorcery,Draw two cards.
529,Divine Favor,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220219&type=card,Magic 2012 (Common),"['1', 'White']",2,Enchantment — Aura,"Enchant creature
When Divine Favor enters the battlefield, you gain 3 life.
Enchanted creature gets +1/+3."
530,Djinn of Wishes,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227305&type=card,Magic 2012 (Rare),"['3', 'Blue', 'Blue']",5,Creature — Djinn (4/4),"Flying
Djinn of Wishes enters the battlefield with three wish counters on it.
, Remove a wish counter from Djinn of Wishes: Reveal the top card of your library. You may play that card without paying its mana cost. If you don't, exile it."
531,Doom Blade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226560&type=card,Magic 2012 (Common),"['1', 'Black']",2,Instant,Destroy target nonblack creature.
532,Doubling Chant,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220152&type=card,Magic 2012 (Rare),"['5', 'Green']",6,Sorcery,"For each creature you control, you may search your library for a creature card with the same name as that creature. Put those cards onto the battlefield, then shuffle."
533,Dragon's Claw,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221523&type=card,Magic 2012 (Uncommon),['2'],2,Artifact,"Whenever a player casts a red spell, you may gain 1 life."
534,Dragonskull Summit,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221921&type=card,Magic 2012 (Rare),['2'],0,Land,"Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain.
: Add or ."
535,Drifting Shade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220088&type=card,Magic 2012 (Common),"['3', 'Black']",4,Creature — Shade (1/1),"Flying
: Drifting Shade gets +1/+1 until end of turn."
536,Drowned Catacomb,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221920&type=card,Magic 2012 (Rare),"['3', 'Black']",0,Land,"Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.
: Add or ."
537,Druidic Satchel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220098&type=card,Magic 2012 (Rare),['3'],3,Artifact,", : Reveal the top card of your library. If it's a creature card, create a 1/1 green Saproling creature token. If it's a land card, put that card onto the battlefield under your control. If it's a noncreature, nonland card, you gain 2 life."
538,Dungrove Elder,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220210&type=card,Magic 2012 (Rare),"['2', 'Green']",3,Creature — Treefolk (*/*),"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Dungrove Elder's power and toughness are each equal to the number of Forests you control."
539,Duskhunter Bat,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220259&type=card,Magic 2012 (Common),"['1', 'Black']",2,Creature — Bat (1/1),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Flying"
540,Elite Vanguard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=240315&type=card,Magic 2012 (Uncommon),['White'],1,Creature — Human Soldier (2/1),
541,Elixir of Immortality,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221525&type=card,Magic 2012 (Uncommon),['1'],1,Artifact,", : You gain 5 life. Shuffle Elixir of Immortality and your graveyard into their owner's library."
542,Elvish Archdruid,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237007&type=card,Magic 2012 (Rare),"['1', 'Green', 'Green']",3,Creature — Elf Druid (2/2),"Other Elf creatures you control get +1/+1.
: Add for each Elf you control."
543,Fiery Hellhound,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238331&type=card,Magic 2012 (Common),"['1', 'Red', 'Red']",3,Creature — Elemental Dog (2/2),: Fiery Hellhound gets +1/+0 until end of turn.
544,Fireball,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221550&type=card,Magic 2012 (Uncommon),"['Variable Colorless', 'Red']",1,Sorcery,"This spell costs more to cast for each target beyond the first.
Fireball deals X damage divided evenly, rounded down, among any number of targets."
545,Firebreathing,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226588&type=card,Magic 2012 (Common),['Red'],1,Enchantment — Aura,"Enchant creature
: Enchanted creature gets +1/+0 until end of turn."
546,Flameblast Dragon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244720&type=card,Magic 2012 (Rare),"['4', 'Red', 'Red']",6,Creature — Dragon (5/5),"Flying
Whenever Flameblast Dragon attacks, you may pay . If you do, Flameblast Dragon deals X damage to any target."
547,Flashfreeze,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220249&type=card,Magic 2012 (Uncommon),"['1', 'Blue']",2,Instant,Counter target red or green spell.
548,Flight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=237366&type=card,Magic 2012 (Common),['Blue'],1,Enchantment — Aura,"Enchant creature
Enchanted creature has flying."
549,Fling,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241858&type=card,Magic 2012 (Common),"['1', 'Red']",2,Instant,"As an additional cost to cast this spell, sacrifice a creature.
Fling deals damage equal to the sacrificed creature's power to any target."
550,Fog,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226900&type=card,Magic 2012 (Common),['Green'],1,Instant,Prevent all combat damage that would be dealt this turn.
551,Forest,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244321&type=card,Magic 2012 (Land),['Green'],0,Basic Land — Forest,
552,Frost Breath,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220284&type=card,Magic 2012 (Common),"['2', 'Blue']",3,Instant,Tap up to two target creatures. Those creatures don't untap during their controller's next untap step.
553,Frost Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=235191&type=card,Magic 2012 (Mythic Rare),"['4', 'Blue', 'Blue']",6,Creature — Giant (6/6),"Whenever Frost Titan becomes the target of a spell or ability an opponent controls, counter that spell or ability unless its controller pays .
Whenever Frost Titan enters the battlefield or attacks, tap target permanent. It doesn't untap during its controller's next untap step."
554,Furyborn Hellkite,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220103&type=card,Magic 2012 (Mythic Rare),"['4', 'Red', 'Red', 'Red']",7,Creature — Dragon (6/6),"Bloodthirst 6 (If an opponent was dealt damage this turn, this creature enters the battlefield with six +1/+1 counters on it.)
Flying"
555,"Garruk, Primal Hunter",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220100&type=card,Magic 2012 (Mythic Rare),"['2', 'Green', 'Green', 'Green']",5,Legendary Planeswalker — Garruk (3),"+1: Create a 3/3 green Beast creature token.
−3: Draw cards equal to the greatest power among creatures you control.
−6: Create a 6/6 green Wurm creature token for each land you control."
556,Garruk's Companion,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226896&type=card,Magic 2012 (Common),"['Green', 'Green']",2,Creature — Beast (3/2),Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
557,Garruk's Horde,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220077&type=card,Magic 2012 (Rare),"['5', 'Green', 'Green']",7,Creature — Beast (7/7),"Trample
Play with the top card of your library revealed.
You may cast creature spells from the top of your library. (Do this only any time you could cast that creature spell. You still pay the spell's costs.)"
558,Giant Spider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233232&type=card,Magic 2012 (Common),"['3', 'Green']",4,Creature — Spider (2/4),Reach (This creature can block creatures with flying.)
559,Gideon Jura,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238329&type=card,Magic 2012 (Mythic Rare),"['3', 'White', 'White']",5,Legendary Planeswalker — Gideon (6),"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
−2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn."
560,Gideon's Avenger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220239&type=card,Magic 2012 (Rare),"['1', 'White', 'White']",3,Creature — Human Soldier (2/2),"Whenever a creature an opponent controls becomes tapped, put a +1/+1 counter on Gideon's Avenger."
561,Gideon's Lawkeeper,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228122&type=card,Magic 2012 (Common),['White'],1,Creature — Human Soldier (1/1),", : Tap target creature."
562,Glacial Fortress,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221919&type=card,Magic 2012 (Rare),['White'],0,Land,"Glacial Fortress enters the battlefield tapped unless you control a Plains or an Island.
: Add or ."
563,Gladecover Scout,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220082&type=card,Magic 2012 (Common),['Green'],1,Creature — Elf Scout (1/1),Hexproof (This creature can't be the target of spells or abilities your opponents control.)
564,Goblin Arsonist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=242485&type=card,Magic 2012 (Common),['Red'],1,Creature — Goblin Shaman (1/1),"When Goblin Arsonist dies, you may have it deal 1 damage to any target."
565,Goblin Bangchuckers,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=229952&type=card,Magic 2012 (Uncommon),"['2', 'Red', 'Red']",4,Creature — Goblin Warrior (2/2),": Flip a coin. If you win the flip, Goblin Bangchuckers deals 2 damage to any target. If you lose the flip, Goblin Bangchuckers deals 2 damage to itself."
566,Goblin Chieftain,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221201&type=card,Magic 2012 (Rare),"['1', 'Red', 'Red']",3,Creature — Goblin (2/2),"Haste (This creature can attack and as soon as it comes under your control.)
Other Goblin creatures you control get +1/+1 and have haste."
567,Goblin Fireslinger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228959&type=card,Magic 2012 (Common),['Red'],1,Creature — Goblin Warrior (1/1),: Goblin Fireslinger deals 1 damage to target player or planeswalker.
568,Goblin Grenade,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220435&type=card,Magic 2012 (Uncommon),['Red'],1,Sorcery,"As an additional cost to cast this spell, sacrifice a Goblin.
Goblin Grenade deals 5 damage to any target."
569,Goblin Piker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221199&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Goblin Warrior (2/1),
570,Goblin Tunneler,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245185&type=card,Magic 2012 (Common),"['1', 'Red']",2,Creature — Goblin Rogue (1/1),: Target creature with power 2 or less can't be blocked this turn.
571,Goblin War Paint,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236461&type=card,Magic 2012 (Common),"['1', 'Red']",2,Enchantment — Aura,"Enchant creature
Enchanted creature gets +2/+2 and has haste."
572,Gorehorn Minotaurs,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220294&type=card,Magic 2012 (Common),"['2', 'Red', 'Red']",4,Creature — Minotaur Warrior (3/3),"Bloodthirst 2 (If an opponent was dealt damage this turn, this creature enters the battlefield with two +1/+1 counters on it.)"
573,Grand Abolisher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221898&type=card,Magic 2012 (Rare),"['White', 'White']",2,Creature — Human Cleric (2/2),"During your turn, your opponents can't cast spells or activate abilities of artifacts, creatures, or enchantments."
574,Grave Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=241830&type=card,Magic 2012 (Mythic Rare),"['4', 'Black', 'Black']",6,Creature — Giant (6/6),"Deathtouch
Whenever Grave Titan enters the battlefield or attacks, create two 2/2 black Zombie creature tokens."
575,Gravedigger,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221526&type=card,Magic 2012 (Common),"['3', 'Black']",4,Creature — Zombie (2/2),"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand."
576,Greater Basilisk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233233&type=card,Magic 2012 (Common),"['3', 'Green', 'Green']",5,Creature — Basilisk (3/5),Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
577,Greatsword,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220296&type=card,Magic 2012 (Uncommon),['3'],3,Artifact — Equipment,"Equipped creature gets +3/+0.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
578,Griffin Rider,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220282&type=card,Magic 2012 (Common),"['1', 'White']",2,Creature — Human Knight (1/1),"As long as you control a Griffin creature, Griffin Rider gets +3/+3 and has flying."
579,Griffin Sentinel,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=222650&type=card,Magic 2012 (Common),"['2', 'White']",3,Creature — Griffin (1/3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)"
580,Grim Lavamancer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234428&type=card,Magic 2012 (Rare),['Red'],1,Creature — Human Wizard (1/1),", , Exile two cards from your graveyard: Grim Lavamancer deals 2 damage to any target."
581,Guardians' Pledge,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220095&type=card,Magic 2012 (Common),"['1', 'White', 'White']",3,Instant,White creatures you control get +2/+2 until end of turn.
582,Harbor Serpent,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=230756&type=card,Magic 2012 (Common),"['4', 'Blue', 'Blue']",6,Creature — Serpent (5/5),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Harbor Serpent can't attack unless there are five or more Islands on the battlefield."
583,Hideous Visage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220304&type=card,Magic 2012 (Common),"['2', 'Black']",3,Sorcery,Creatures you control gain intimidate until end of turn. (Each of those creatures can't be blocked except by artifact creatures and/or creatures that share a color with it.)
584,Honor of the Pure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233237&type=card,Magic 2012 (Rare),"['1', 'White']",2,Enchantment,White creatures you control get +1/+1.
585,Hunter's Insight,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220291&type=card,Magic 2012 (Uncommon),"['2', 'Green']",3,Instant,"Choose target creature you control. Whenever that creature deals combat damage to a player or planeswalker this turn, draw that many cards."
586,Ice Cage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245283&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
When enchanted creature becomes the target of a spell or ability, destroy Ice Cage."
587,Incinerate,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234075&type=card,Magic 2012 (Common),"['1', 'Red']",2,Instant,Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.
588,Inferno Titan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=235192&type=card,Magic 2012 (Mythic Rare),"['4', 'Red', 'Red']",6,Creature — Giant (6/6),": Inferno Titan gets +1/+0 until end of turn.
Whenever Inferno Titan enters the battlefield or attacks, it deals 3 damage divided as you choose among one, two, or three targets."
589,Island,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244326&type=card,Magic 2012 (Land),"['4', 'Red', 'Red']",0,Basic Land — Island,
590,"Jace, Memory Adept",https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238263&type=card,Magic 2012 (Mythic Rare),"['3', 'Blue', 'Blue']",5,Legendary Planeswalker — Jace (4),"+1: Draw a card. Target player mills a card.
0: Target player mills ten cards.
−7: Any number of target players each draw twenty cards."
591,Jace's Archivist,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220244&type=card,Magic 2012 (Rare),"['1', 'Blue', 'Blue']",3,Creature — Vedalken Wizard (2/2),", : Each player discards their hand, then draws cards equal to the greatest number of cards a player discarded this way."
592,Jace's Erasure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=227227&type=card,Magic 2012 (Common),"['1', 'Blue']",2,Enchantment,"Whenever you draw a card, you may have target player mill a card."
593,Jade Mage,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220279&type=card,Magic 2012 (Uncommon),"['1', 'Green']",2,Creature — Human Shaman (2/1),: Create a 1/1 green Saproling creature token.
594,Kite Shield,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244250&type=card,Magic 2012 (Uncommon),['0'],0,Artifact — Equipment,"Equipped creature gets +0/+3.
Equip (: Attach to target creature you control. Equip only as a sorcery.)"
595,Kraken's Eye,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221521&type=card,Magic 2012 (Uncommon),['2'],2,Artifact,"Whenever a player casts a blue spell, you may gain 1 life."
596,Lava Axe,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221891&type=card,Magic 2012 (Common),"['4', 'Red']",5,Sorcery,Lava Axe deals 5 damage to target player or planeswalker.
597,Levitation,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=233728&type=card,Magic 2012 (Uncommon),"['2', 'Blue', 'Blue']",4,Enchantment,Creatures you control have flying.
598,Lifelink,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220182&type=card,Magic 2012 (Common),['White'],1,Enchantment — Aura,"Enchant creature
Enchanted creature has lifelink. (Damage dealt by the creature also causes its controller to gain that much life.)"
599,Lightning Elemental,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220240&type=card,Magic 2012 (Common),"['3', 'Red']",4,Creature — Elemental (4/1),Haste (This creature can attack and as soon as it comes under your control.)
600,Llanowar Elves,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221892&type=card,Magic 2012 (Common),['Green'],1,Creature — Elf Druid (1/1),: Add .
601,Lord of the Unreal,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220131&type=card,Magic 2012 (Rare),"['Blue', 'Blue']",2,Creature — Human Wizard (2/2),Illusion creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.)
602,Lure,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226905&type=card,Magic 2012 (Uncommon),"['1', 'Green', 'Green']",3,Enchantment — Aura,"Enchant creature
All creatures able to block enchanted creature do so."
603,Lurking Crocodile,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220199&type=card,Magic 2012 (Common),"['2', 'Green']",3,Creature — Crocodile (2/2),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Islandwalk (This creature can't be blocked as long as defending player controls an Island.)"
