,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
1594,Hellion Crucible,Magic 2013 ,Rare),0,['3', 'White'],Land,,,,": Add .
, : Put a pressure counter on Hellion Crucible.
, , Remove two pressure counters from Hellion Crucible and sacrifice it: Create a 4/4 red Hellion creature token with haste. (It can attack and as soon as it comes under your control.)",0.41,0.20,0.82,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253729&type=card
1439,Hideous Visage,Magic 2012 ,Common),3,['2', 'Black'],Sorcery,,,,Creatures you control gain intimidate until end of turn. (Each of those creatures can't be blocked except by artifact creatures and/or creatures that share a color with it.),0.19,0.06,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220304&type=card
506,Hive Mind,Magic 2010 ,Rare),6,['5', 'Blue'],Enchantment,,,,"Whenever a player casts an instant or sorcery spell, each other player copies that spell. Each of those players may choose new targets for their copy.",0.45,0.18,0.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190556&type=card
1213,Hoarding Dragon,Magic 2011 ,Rare),5,['3'," 'Red', 'Red']",Creature , Dragon , Dragon (4,4),"Flying
When Hoarding Dragon enters the battlefield, you may search your library for an artifact card, exile it, then shuffle.
When Hoarding Dragon dies, you may put the exiled card into its owner's hand.",0.43,0.24,0.90,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205235&type=card
520,Horned Turtle,Magic 2010 ,Common),3,['2', 'Blue'],Creature , Turtle , Turtle (1,4),,1.50,1.45,2.51,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190178&type=card
1214,Hornet Sting,Magic 2011 ,Common),1,['Green'],,Instant,,,,Hornet Sting deals 1 damage to any target.,1.50,1.45,2.51,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205050&type=card
521,Howl of the Night Pack,Magic 2010 ,Uncommon),7,['6', 'Green'],Sorcery,,,,Create a 2/2 green Wolf creature token for each Forest you control.,0.18,0.13,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189908&type=card
526,Howling Mine,Magic 2010 ,Rare),2,['2'],,Artifact,,,,"At the beginning of each player's draw step, if Howling Mine is untapped, that player draws an additional card.",0.24,5.23,16.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191315&type=card
1440,Hunter's Insight,Magic 2012 ,Uncommon),3,['2', 'Green'],Instant,,,,"Choose target creature you control. Whenever that creature deals combat damage to a player or planeswalker this turn, draw that many cards.",0.52,0.24,6.21,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220291&type=card
1215,Hunters' Feast,Magic 2011 ,Common),4,['3', 'Green'],Sorcery,,,,Any number of target players each gain 6 life.,0.24,0.09,0.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205037&type=card
1595,Hydrosurge,Magic 2013 ,Common),1,['Blue'],,Instant,,,,Target creature gets -5/-0 until end of turn.,0.19,0.03,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=270378&type=card
527,Hypnotic Specter,Magic 2010 ,Rare),3,['1'," 'Black', 'Black']",Creature , Specter , Specter (2,2),"Flying
Whenever Hypnotic Specter deals damage to an opponent, that player discards a card at random.",5.74,5.23,16.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190566&type=card
537,Ignite Disorder,Magic 2010 ,Uncommon),2,['1', 'Red'],Instant,,,,"Ignite Disorder deals 3 damage divided as you choose among one, two, or three target white and/or blue creatures.",0.19,0.05,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190544&type=card
538,Illusionary Servant,Magic 2010 ,Common),3,['1'," 'Blue', 'Blue']",Creature , Illusion , Illusion (3,4),"Flying
When Illusionary Servant becomes the target of a spell or ability, sacrifice it.",0.24,0.11,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189897&type=card
1441,Incinerate,Magic 2012 ,Common),2,['1', 'Red'],Instant,,,,Incinerate deals 3 damage to any target. A creature dealt damage this way can't be regenerated this turn.,0.19,0.05,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=234075&type=card
1216,Incite,Magic 2011 ,Common),1,['Red'],,Instant,,,,Target creature becomes red until end of turn and attacks this turn if able.,0.40,0.25,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205045&type=card
539,Indestructibility,Magic 2010 ,Rare),4,['3', 'White'],Enchantment , Aura, Aura,,"Enchant permanent
Enchanted permanent has indestructible. (Effects that say ""destroy"" don't destroy that permanent. A creature with indestructible can't be destroyed by damage.)",0.24,0.11,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190568&type=card
1596,Index,Magic 2013 ,Common),1,['Blue'],,Sorcery,,,,"Look at the top five cards of your library, then put them back in any order.",0.19,0.03,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=289098&type=card
1217,Infantry Veteran,Magic 2011 ,Common),1,['White'],,Creature , Human Soldier , Human Soldier (1,1),: Target attacking creature gets +1/+1 until end of turn.,0.19,0.04,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208278&type=card
540,Inferno Elemental,Magic 2010 ,Uncommon),6,['4'," 'Red', 'Red']",Creature , Elemental , Elemental (4,4),"Whenever Inferno Elemental blocks or becomes blocked by a creature, Inferno Elemental deals 3 damage to that creature.",0.25,0.15,0.44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191090&type=card
1222,Inspired Charge,Magic 2011 ,Common),4,['2'," 'White', 'White']",Instant,,,,Creatures you control get +2/+1 until end of turn.,1.58,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205074&type=card
1597,Intrepid Hero,Magic 2013 ,Rare),3,['2', 'White'],Creature , Human Soldier , Human Soldier (1,1),: Destroy target creature with power 4 or greater.,0.20,0.09,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=280320&type=card
1446,Jace's Archivist,Magic 2012 ,Rare),3,['1'," 'Blue', 'Blue']",Creature , Vedalken Wizard , Vedalken Wizard (2,2),", : Each player discards their hand, then draws cards equal to the greatest number of cards a player discarded this way.",6.75,7.03,12.11,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220244&type=card
1227,Jace's Ingenuity,Magic 2011 ,Uncommon),5,['3'," 'Blue', 'Blue']",Instant,,,,Draw three cards.,0.25,0.10,0.57,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205015&type=card
1598,Jace's Phantasm,Magic 2013 ,Uncommon),1,['Blue'],,Creature , Illusion , Illusion (1,1),"Flying
Jace's Phantasm gets +4/+4 as long as an opponent has ten or more cards in their graveyard.",6.75,7.03,2.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249672&type=card
561,Jackal Familiar,Magic 2010 ,Common),1,['Red'],,Creature , Jackal , Jackal (2,2),Jackal Familiar can't attack or block alone.,3.74,3.63,12.96,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191073&type=card
1447,Jade Mage,Magic 2012 ,Uncommon),2,['1', 'Green'],Creature , Human Shaman , Human Shaman (2,1),: Create a 1/1 green Saproling creature token.,0.27,0.22,0.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220279&type=card
1599,Jayemdae Tome,Magic 2013 ,Uncommon),4,['4'],,Artifact,,,,", : Draw a card.",0.24,0.11,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275705&type=card
1228,Jinxed Idol,Magic 2011 ,Rare),2,['2'],,Artifact,,,,"At the beginning of your upkeep, Jinxed Idol deals 2 damage to you.
Sacrifice a creature: Target opponent gains control of Jinxed Idol.",0.50,0.41,0.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=208006&type=card
1229,Juggernaut,Magic 2011 ,Uncommon),4,['4'],,Artifact Creature , Juggernaut , Juggernaut (5,3),"Juggernaut attacks each combat if able.
Juggernaut can't be blocked by Walls.",0.50,0.41,0.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205230&type=card
562,Jump,Magic 2010 ,Common),1,['Blue'],,Instant,,,,Target creature gains flying until end of turn.,0.20,0.08,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193743&type=card
563,Kalonian Behemoth,Magic 2010 ,Rare),7,['5'," 'Green', 'Green']",Creature , Beast , Beast (9,9),Shroud (This creature can't be the target of spells or abilities.),0.20,0.08,0.67,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191394&type=card
564,Kelinore Bat,Magic 2010 ,Common),3,['2', 'Black'],Creature , Bat , Bat (2,1),Flying,0.20,0.12,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190536&type=card
1448,Kite Shield,Magic 2012 ,Uncommon),0,['0'],,Artifact , Equipment, Equipment,,"Equipped creature gets +0/+3.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.30,0.15,0.88,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=244250&type=card
1600,Kitesail,Magic 2013 ,Uncommon),2,['2'],,Artifact , Equipment, Equipment,,"Equipped creature gets +1/+0 and has flying.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",0.25,0.17,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278075&type=card
1230,Knight Exemplar,Magic 2011 ,Rare),3,['1'," 'White', 'White']",Creature , Human Knight , Human Knight (2,2),"First strike (This creature deals combat damage before creatures without first strike.)
Other Knight creatures you control get +1/+1 and have indestructible. (Damage and effects that say ""destroy"" don't destroy them.)",0.28,0.19,1.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204988&type=card
1601,Knight of Glory,Magic 2013 ,Uncommon),2,['1', 'White'],Creature , Human Knight , Human Knight (2,1),"Protection from black (This creature can't be blocked, targeted, dealt damage, or enchanted by anything black.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",0.30,0.19,1.71,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265731&type=card
1602,Knight of Infamy,Magic 2013 ,Uncommon),2,['1', 'Black'],Creature , Human Knight , Human Knight (2,1),"Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)",0.25,0.09,1.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265735&type=card
1603,Kraken Hatchling,Magic 2013 ,Common),1,['Blue'],,Creature , Kraken , Kraken (0,4),,0.25,0.07,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279699&type=card
1605,Krenko's Command,Magic 2013 ,Common),2,['1', 'Red'],Sorcery,,,,Create two 1/1 red Goblin creature tokens.,0.35,0.31,7.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259213&type=card
1604,"Krenko, Mob Boss",Magic 2013 ,Rare),4,['2'," 'Red', 'Red']",Legendary Creature , Goblin Warrior , Goblin Warrior (3,3),": Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control.",5.28,5.69,8.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253712&type=card
1231,Leyline of Anticipation,Magic 2011 ,Rare),4,['2'," 'Blue', 'Blue']",Enchantment,,,,"If Leyline of Anticipation is in your opening hand, you may begin the game with it on the battlefield.
You may cast spells as though they had flash.",0.19,0.03,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205008&type=card
1232,Leyline of Punishment,Magic 2011 ,Rare),4,['2'," 'Red', 'Red']",Enchantment,,,,"If Leyline of Punishment is in your opening hand, you may begin the game with it on the battlefield.
Players can't gain life.
Damage can't be prevented.",2.90,2.93,8.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205018&type=card
1233,Leyline of Sanctity,Magic 2011 ,Rare),4,['2'," 'White', 'White']",Enchantment,,,,"If Leyline of Sanctity is in your opening hand, you may begin the game with it on the battlefield.
You have hexproof. (You can't be the target of spells or abilities your opponents control.)",2.90,2.93,8.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204993&type=card
1235,Leyline of Vitality,Magic 2011 ,Rare),4,['2'," 'Green', 'Green']",Enchantment,,,,"If Leyline of Vitality is in your opening hand, you may begin the game with it on the battlefield.
Creatures you control get +0/+1.
Whenever a creature enters the battlefield under your control, you may gain 1 life.",7.02,6.37,11.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205031&type=card
1234,Leyline of the Void,Magic 2011 ,Rare),4,['2'," 'Black', 'Black']",Enchantment,,,,"If Leyline of the Void is in your opening hand, you may begin the game with it on the battlefield.
If a card would be put into an opponent's graveyard from anywhere, exile it instead.",4.14,4.03,4.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205013&type=card
603,Lightwielder Paladin,Magic 2010 ,Rare),5,['3'," 'White', 'White']",Creature , Human Knight , Human Knight (4,4),"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Lightwielder Paladin deals combat damage to a player, you may exile target black or red permanent that player controls.",0.43,0.18,0.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193763&type=card
1606,Liliana of the Dark Realms,Magic 2013 ,Mythic Rare),4,['2'," 'Black', 'Black']",Legendary Planeswalker , Liliana , Liliana (3),,"+1: Search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
−3: Target creature gets +X/+X or -X/-X until end of turn, where X is the number of Swamps you control.
−6: You get an emblem with ""Swamps you control have ‘: Add .'""",0.35,0.31,7.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259695&type=card
1236,Liliana's Caress,Magic 2011 ,Uncommon),2,['1', 'Black'],Enchantment,,,,"Whenever an opponent discards a card, that player loses 2 life.",9.26,9.46,14.92,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205035&type=card
1607,Liliana's Shade,Magic 2013 ,Common),4,['2'," 'Black', 'Black']",Creature , Shade , Shade (1,1),"When Liliana's Shade enters the battlefield, you may search your library for a Swamp card, reveal it, put it into your hand, then shuffle.
: Liliana's Shade gets +1/+1 until end of turn.",20.99,21.02,53.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260992&type=card
1237,Liliana's Specter,Magic 2011 ,Common),3,['1'," 'Black', 'Black']",Creature , Specter , Specter (2,1),"Flying
When Liliana's Specter enters the battlefield, each opponent discards a card.",7.38,0.27,1.86,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204998&type=card
617,Looming Shade,Magic 2010 ,Common),3,['2', 'Black'],Creature , Shade , Shade (1,1),: Looming Shade gets +1/+1 until end of turn.,1.08,1.24,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190550&type=card
1449,Lord of the Unreal,Magic 2012 ,Rare),2,['Blue', 'Blue'],Creature , Human Wizard , Human Wizard (2,2),Illusion creatures you control get +1/+1 and have hexproof. (They can't be the targets of spells or abilities your opponents control.),1.08,1.24,2.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220131&type=card
1450,Lure,Magic 2012 ,Uncommon),3,['1'," 'Green', 'Green']",Enchantment , Aura, Aura,,"Enchant creature
All creatures able to block enchanted creature do so.",0.84,0.69,2.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226905&type=card
1451,Lurking Crocodile,Magic 2012 ,Common),3,['2', 'Green'],Creature , Crocodile , Crocodile (2,2),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Islandwalk (This creature can't be blocked as long as defending player controls an Island.)",0.25,0.20,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220199&type=card
618,Lurking Predators,Magic 2010 ,Rare),6,['4'," 'Green', 'Green']",Enchantment,,,,"Whenever an opponent casts a spell, reveal the top card of your library. If it's a creature card, put it onto the battlefield. Otherwise, you may put that card on the bottom of your library.",0.19,0.05,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191388&type=card
619,Magebane Armor,Magic 2010 ,Rare),3,['3'],,Artifact , Equipment, Equipment,,"Equipped creature gets +2/+4 and loses flying.
Prevent all noncombat damage that would be dealt to equipped creature.
Equip (: Attach to target creature you control. Equip only as a sorcery.)",4.19,4.50,11.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191591&type=card
1608,Magmaquake,Magic 2013 ,Rare),2,['Variable Colorless'," 'Red', 'Red']",Instant,,,,Magmaquake deals X damage to each creature without flying and each planeswalker.,0.35,0.24,0.80,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=276205&type=card
1452,Manalith,Magic 2012 ,Common),3,['3'],,Artifact,,,,: Add one mana of any color.,0.25,0.07,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220162&type=card
1246,Maritime Guard,Magic 2011 ,Common),2,['1', 'Blue'],Creature , Merfolk Soldier , Merfolk Soldier (1,3),,0.19,0.10,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205040&type=card
1609,Mark of Mutiny,Magic 2013 ,Uncommon),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Put a +1/+1 counter on it and untap it. That creature gains haste until end of turn. (It can attack and this turn.),0.35,0.24,0.80,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=282537&type=card
1610,Mark of the Vampire,Magic 2013 ,Common),4,['3', 'Black'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +2/+2 and has lifelink.",0.25,0.12,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=253723&type=card
1247,Mass Polymorph,Magic 2011 ,Rare),6,['5', 'Blue'],Sorcery,,,,"Exile all creatures you control, then reveal cards from the top of your library until you reveal that many creature cards. Put all creature cards revealed this way onto the battlefield, then shuffle the rest of the revealed cards into your library.",0.53,0.52,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204977&type=card
1453,Master Thief,Magic 2012 ,Uncommon),4,['2'," 'Blue', 'Blue']",Creature , Human Rogue , Human Rogue (2,2),"When Master Thief enters the battlefield, gain control of target artifact for as long as you control Master Thief.",0.21,0.09,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=228119&type=card
1611,Master of the Pearl Trident,Magic 2013 ,Rare),2,['Blue', 'Blue'],Creature , Merfolk , Merfolk (2,2),Other Merfolk creatures you control get +1/+1 and have islandwalk. (They can't be blocked as long as defending player controls an Island.),3.80,3.40,21.92,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279901&type=card
628,Master of the Wild Hunt,Magic 2010 ,Mythic Rare),4,['2'," 'Green', 'Green']",Creature , Human Shaman , Human Shaman (3,3),"At the beginning of your upkeep, create a 2/2 green Wolf creature token.
: Tap all untapped Wolf creatures you control. Each Wolf tapped this way deals damage equal to its power to target creature. That creature deals damage equal to its power divided as its controller chooses among any number of those Wolves.",7.74,7.66,25.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191064&type=card
629,Megrim,Magic 2010 ,Uncommon),3,['2', 'Black'],Enchantment,,,,"Whenever an opponent discards a card, Megrim deals 2 damage to that player.",7.74,7.66,25.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189904&type=card
1454,Merfolk Mesmerist,Magic 2012 ,Common),2,['1', 'Blue'],Creature , Merfolk Wizard , Merfolk Wizard (1,2),", : Target player mills two cards.",0.22,0.13,0.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220106&type=card
1248,Merfolk Spy,Magic 2011 ,Common),1,['Blue'],,Creature , Merfolk Rogue , Merfolk Rogue (1,1),"Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Whenever Merfolk Spy deals combat damage to a player, that player reveals a card at random from their hand.",0.20,0.09,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205009&type=card
1612,Merfolk of the Pearl Trident,Magic 2013 ,Common),1,['Blue'],,Creature , Merfolk , Merfolk (1,1),,0.19,0.03,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=278211&type=card
642,Might of Oaks,Magic 2010 ,Rare),4,['3', 'Green'],Instant,,,,Target creature gets +7/+7 until end of turn.,1.97,2.01,2.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191316&type=card
1613,Mind Sculpt,Magic 2013 ,Common),2,['1', 'Blue'],Sorcery,,,,Target opponent mills seven cards.,0.16,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=266487&type=card
668,Mind Shatter,Magic 2010 ,Rare),2,['Variable Colorless'," 'Black', 'Black']",Sorcery,,,,Target player discards X cards at random.,0.16,0.01,0.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191324&type=card
669,Mind Spring,Magic 2010 ,Rare),2,['Variable Colorless'," 'Blue', 'Blue']",Sorcery,,,,Draw X cards.,0.48,0.25,0.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191323&type=card
1455,Mind Unbound,Magic 2012 ,Rare),6,['4'," 'Blue', 'Blue']",Enchantment,,,,"At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound.",0.16,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=236459&type=card
1614,Mindclaw Shaman,Magic 2013 ,Uncommon),5,['4', 'Red'],Creature , Viashino Shaman , Viashino Shaman (2,2),"When Mindclaw Shaman enters the battlefield, target opponent reveals their hand. You may cast an instant or sorcery spell from among those cards without paying its mana cost.",0.32,0.24,1.46,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249715&type=card
670,Mirror of Fate,Magic 2010 ,Rare),5,['5'],,Artifact,,,,", Sacrifice Mirror of Fate: Choose up to seven face-up exiled cards you own. Exile all the cards from your library, then put the chosen cards on top of your library.",0.71,0.71,9.75,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193878&type=card
671,Mist Leopard,Magic 2010 ,Common),4,['3', 'Green'],Creature , Cat , Cat (3,2),Shroud (This creature can't be the target of spells or abilities.),0.71,0.71,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189921&type=card
1253,Mitotic Slime,Magic 2011 ,Rare),5,['4', 'Green'],Creature , Ooze , Ooze (4,4),"When Mitotic Slime dies, create two 2/2 green Ooze creature tokens. They have ""When this creature dies, create two 1/1 green Ooze creature tokens.""",0.16,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205032&type=card
1615,Mogg Flunkies,Magic 2013 ,Common),2,['1', 'Red'],Creature , Goblin , Goblin (3,3),Mogg Flunkies can't attack or block alone.,0.19,0.05,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249706&type=card
672,Mold Adder,Magic 2010 ,Uncommon),1,['Green'],,Creature , Fungus Snake , Fungus Snake (1,1),"Whenever an opponent casts a blue or black spell, you may put a +1/+1 counter on Mold Adder.",0.24,0.11,0.34,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189909&type=card
1456,Monomania,Magic 2012 ,Rare),5,['3'," 'Black', 'Black']",Sorcery,,,,Target player chooses a card in their hand and discards the rest.,0.39,0.22,0.79,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=220143&type=card
1616,Murder,Magic 2013 ,Common),3,['1'," 'Black', 'Black']",Instant,,,,Destroy target creature.,2.51,2.61,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259677&type=card
1617,Mutilate,Magic 2013 ,Rare),4,['2'," 'Black', 'Black']",Sorcery,,,,All creatures get -1/-1 until end of turn for each Swamp you control.,1.60,1.94,3.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265134&type=card
1618,Mwonvuli Beast Tracker,Magic 2013 ,Uncommon),3,['1'," 'Green', 'Green']",Creature , Human Scout , Human Scout (2,1),"When Mwonvuli Beast Tracker enters the battlefield, search your library for a creature card with deathtouch, hexproof, reach, or trample and reveal it. Shuffle and put that card on top.",0.36,0.30,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249699&type=card
1254,Mystifying Maze,Magic 2011 ,Rare),0,['4', 'Green'],Land,,,,": Add .
, : Exile target attacking creature an opponent controls. At the beginning of the next end step, return it to the battlefield tapped under its owner's control.",2.51,2.61,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204978&type=card
1255,Nantuko Shade,Magic 2011 ,Rare),2,['Black', 'Black'],Creature , Insect Shade , Insect Shade (2,1),: Nantuko Shade gets +1/+1 until end of turn.,0.95,0.72,4.59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205229&type=card
1256,Necrotic Plague,Magic 2011 ,Rare),4,['2'," 'Black', 'Black']",Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature has ""At the beginning of your upkeep, sacrifice this creature.""
When enchanted creature dies, its controller chooses target creature one of their opponents controls. Return Necrotic Plague from its owner's graveyard to the battlefield attached to that creature.",0.39,0.18,0.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207104&type=card
1619,"Nefarox, Overlord of Grixis",Magic 2013 ,Rare),6,['4'," 'Black', 'Black']",Legendary Creature , Demon , Demon (5,5),"Flying
Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
Whenever Nefarox, Overlord of Grixis attacks alone, defending player sacrifices a creature.",0.20,0.06,0.32,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259679&type=card
1257,Nether Horror,Magic 2011 ,Common),4,['3', 'Black'],Creature , Horror , Horror (4,2),,0.18,0.02,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204994&type=card
1620,"Nicol Bolas, Planeswalker",Magic 2013 ,Mythic Rare),8,['4'," 'Blue', 'Black', 'Black', 'Red']",Legendary Planeswalker , Bolas , Bolas (5),,"+3: Destroy target noncreature permanent.
−2: Gain control of target creature.
−9: Nicol Bolas, Planeswalker deals 7 damage to target player or planeswalker. That player or that planeswalker's controller discards seven cards, then sacrifices seven permanents.",0.25,0.09,0.55,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=260991&type=card
725,Nightmare,Magic 2010 ,Rare),6,['5', 'Black'],Creature , Nightmare Horse , Nightmare Horse (*,*),"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control.",0.25,0.09,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191319&type=card
1258,Nightwing Shade,Magic 2011 ,Common),5,['4', 'Black'],Creature , Shade , Shade (2,2),"Flying
: Nightwing Shade gets +1/+1 until end of turn.",0.17,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207103&type=card
726,Oakenform,Magic 2010 ,Common),3,['2', 'Green'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +3/+3.",0.25,0.09,0.38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189922&type=card
1259,Obstinate Baloth,Magic 2011 ,Rare),4,['2'," 'Green', 'Green']",Creature , Beast , Beast (4,4),"When Obstinate Baloth enters the battlefield, you gain 4 life.
If a spell or ability an opponent controls causes you to discard Obstinate Baloth, put it onto the battlefield instead of putting it into your graveyard.",0.95,0.79,4.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205075&type=card
1621,"Odric, Master Tactician",Magic 2013 ,Rare),4,['2'," 'White', 'White']",Legendary Creature , Human Soldier , Human Soldier (3,4),"First strike (This creature deals combat damage before creatures without first strike.)
Whenever Odric, Master Tactician and at least three other creatures attack, you choose which creatures block this combat and how those creatures block.",0.69,0.41,1.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259670&type=card
