,edition,rarity
12318,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12319,Duel Decks: Divine vs. Demonic,(Rare)
12320,Duel Decks: Divine vs. Demonic,(Rare)
12321,"Duel Decks Anthology, Divine vs. Demonic (Mythic",Rare)
12322,"Duel Decks Anthology, Divine vs. Demonic (Mythic",Rare)
12323,Duel Decks: Divine vs. Demonic (Mythic,Rare)
12324,Duel Decks: Divine vs. Demonic (Mythic,Rare)
12325,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12326,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12327,Duel Decks: Divine vs. Demonic,(Rare)
12328,Duel Decks: Divine vs. Demonic,(Rare)
12329,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12330,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12331,Duel Decks: Divine vs. Demonic,(Uncommon)
12332,Duel Decks: Divine vs. Demonic,(Uncommon)
12333,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12334,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12335,Duel Decks: Divine vs. Demonic,(Uncommon)
12336,Duel Decks: Divine vs. Demonic,(Uncommon)
12337,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12338,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12339,Duel Decks: Divine vs. Demonic,(Uncommon)
12340,Duel Decks: Divine vs. Demonic,(Uncommon)
12341,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12342,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12343,Duel Decks: Divine vs. Demonic,(Common)
12344,Duel Decks: Divine vs. Demonic,(Common)
12345,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12346,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12347,Duel Decks: Divine vs. Demonic,(Common)
12348,Duel Decks: Divine vs. Demonic,(Common)
12349,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12350,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12351,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12352,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12353,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12354,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12355,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12356,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12357,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12358,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12359,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12360,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12361,Duel Decks: Blessed vs. Cursed,(Land)
12362,Duel Decks: Blessed vs. Cursed,(Land)
12363,Duel Decks: Blessed vs. Cursed,(Land)
12364,Duel Decks: Blessed vs. Cursed,(Land)
12365,Duel Decks: Blessed vs. Cursed,(Land)
12366,Duel Decks: Blessed vs. Cursed,(Land)
12367,Duel Decks: Divine vs. Demonic,(Land)
12368,Duel Decks: Divine vs. Demonic,(Land)
12369,Duel Decks: Divine vs. Demonic,(Land)
12370,Duel Decks: Divine vs. Demonic,(Land)
12371,Duel Decks: Divine vs. Demonic,(Land)
12372,Duel Decks: Divine vs. Demonic,(Land)
12373,Duel Decks: Elspeth vs. Kiora,(Land)
12374,Duel Decks: Elspeth vs. Kiora,(Land)
12375,Duel Decks: Elspeth vs. Kiora,(Land)
12376,Duel Decks: Elspeth vs. Kiora,(Land)
12377,Duel Decks: Elspeth vs. Kiora,(Land)
12378,Duel Decks: Elspeth vs. Kiora,(Land)
12379,Duel Decks: Elspeth vs. Tezzeret,(Land)
12380,Duel Decks: Elspeth vs. Tezzeret,(Land)
12381,Duel Decks: Elspeth vs. Tezzeret,(Land)
12382,Duel Decks: Elspeth vs. Tezzeret,(Land)
12383,Duel Decks: Elspeth vs. Tezzeret,(Land)
12384,Duel Decks: Elspeth vs. Tezzeret,(Land)
12385,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12386,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12387,Duel Decks: Divine vs. Demonic,(Rare)
12388,Duel Decks: Divine vs. Demonic,(Rare)
12389,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12390,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12391,Duel Decks: Divine vs. Demonic,(Rare)
12392,Duel Decks: Divine vs. Demonic,(Rare)
12393,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12394,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12395,Duel Decks: Divine vs. Demonic,(Rare)
12396,Duel Decks: Divine vs. Demonic,(Rare)
12397,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12398,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12399,Duel Decks: Divine vs. Demonic,(Uncommon)
12400,Duel Decks: Divine vs. Demonic,(Uncommon)
12401,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12402,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12403,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12404,Duel Decks: Divine vs. Demonic,(Common)
12405,Duel Decks: Divine vs. Demonic,(Common)
12406,Duel Decks: Divine vs. Demonic,(Common)
12407,Duel Decks: Elspeth vs. Kiora,(Common)
12408,Duel Decks: Elspeth vs. Kiora,(Common)
12409,Duel Decks: Elspeth vs. Kiora,(Common)
12410,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12411,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12412,Duel Decks: Divine vs. Demonic,(Uncommon)
12413,Duel Decks: Divine vs. Demonic,(Uncommon)
12414,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12415,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12416,Duel Decks: Divine vs. Demonic,(Rare)
12417,Duel Decks: Divine vs. Demonic,(Rare)
12418,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12419,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12420,Duel Decks: Divine vs. Demonic,(Uncommon)
12421,Duel Decks: Divine vs. Demonic,(Uncommon)
12422,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12423,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12424,Duel Decks: Divine vs. Demonic,(Uncommon)
12425,Duel Decks: Divine vs. Demonic,(Uncommon)
12426,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12427,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12428,Duel Decks: Divine vs. Demonic,(Uncommon)
12429,Duel Decks: Divine vs. Demonic,(Uncommon)
12430,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12431,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12432,Duel Decks: Divine vs. Demonic,(Uncommon)
12433,Duel Decks: Divine vs. Demonic,(Uncommon)
12434,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12435,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12436,Duel Decks: Divine vs. Demonic,(Common)
12437,Duel Decks: Divine vs. Demonic,(Common)
12438,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12439,"Duel Decks Anthology, Divine vs. Demonic",(Uncommon)
12440,Duel Decks: Divine vs. Demonic,(Uncommon)
12441,Duel Decks: Divine vs. Demonic,(Uncommon)
12442,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12443,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12444,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12445,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12446,"Duel Decks Anthology, Divine vs. Demonic",(Land)
12447,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12448,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12449,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12450,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12451,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12452,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12453,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12454,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12455,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12456,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12457,Duel Decks: Blessed vs. Cursed,(Land)
12458,Duel Decks: Blessed vs. Cursed,(Land)
12459,Duel Decks: Blessed vs. Cursed,(Land)
12460,Duel Decks: Blessed vs. Cursed,(Land)
12461,Duel Decks: Blessed vs. Cursed,(Land)
12462,Duel Decks: Divine vs. Demonic,(Land)
12463,Duel Decks: Divine vs. Demonic,(Land)
12464,Duel Decks: Divine vs. Demonic,(Land)
12465,Duel Decks: Divine vs. Demonic,(Land)
12466,Duel Decks: Divine vs. Demonic,(Land)
12467,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12468,"Duel Decks Anthology, Divine vs. Demonic",(Rare)
12469,Duel Decks: Divine vs. Demonic,(Rare)
12470,Duel Decks: Divine vs. Demonic,(Rare)
12471,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12472,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12473,Duel Decks: Divine vs. Demonic,(Common)
12474,Duel Decks: Divine vs. Demonic,(Common)
12475,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12476,"Duel Decks Anthology, Divine vs. Demonic",(Common)
12477,Duel Decks: Divine vs. Demonic,(Common)
12478,Duel Decks: Divine vs. Demonic,(Common)
12479,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12480,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12481,Duel Decks: Elves vs. Goblins,(Uncommon)
12482,Duel Decks: Elves vs. Goblins,(Uncommon)
12483,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12484,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12485,Duel Decks: Elves vs. Goblins,(Rare)
12486,Duel Decks: Elves vs. Goblins,(Rare)
12487,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12488,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12489,Duel Decks: Elves vs. Goblins,(Rare)
12490,Duel Decks: Elves vs. Goblins,(Rare)
12491,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12492,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12493,Duel Decks: Elves vs. Goblins,(Uncommon)
12494,Duel Decks: Elves vs. Goblins,(Uncommon)
12495,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12496,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12497,Duel Decks: Elves vs. Goblins,(Rare)
12498,Duel Decks: Elves vs. Goblins,(Rare)
12499,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12500,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12501,Duel Decks: Elves vs. Goblins,(Common)
12502,Duel Decks: Elves vs. Goblins,(Common)
12503,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12504,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12505,Duel Decks: Elves vs. Goblins,(Uncommon)
12506,Duel Decks: Elves vs. Goblins,(Uncommon)
12507,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12508,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12509,Duel Decks: Elves vs. Goblins,(Uncommon)
12510,Duel Decks: Elves vs. Goblins,(Uncommon)
12511,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12512,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12513,Duel Decks: Elves vs. Goblins,(Common)
12514,Duel Decks: Elves vs. Goblins,(Common)
12515,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12516,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12517,Duel Decks: Elves vs. Goblins,(Common)
12518,Duel Decks: Elves vs. Goblins,(Common)
12519,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12520,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12521,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12522,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12523,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12524,"Duel Decks Anthology, Jace vs. Chandra",(Uncommon)
12525,Duel Decks: Elves vs. Goblins,(Uncommon)
12526,Duel Decks: Elves vs. Goblins,(Uncommon)
12527,Duel Decks: Elves vs. Goblins,(Uncommon)
12528,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12529,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12530,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12531,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12532,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12533,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12534,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12535,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12536,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12537,"Duel Decks Anthology, Garruk vs. Liliana",(Land)
12538,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12539,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12540,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12541,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12542,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12543,Duel Decks: Elspeth vs. Kiora,(Land)
12544,Duel Decks: Elspeth vs. Kiora,(Land)
12545,Duel Decks: Elspeth vs. Kiora,(Land)
12546,Duel Decks: Elspeth vs. Kiora,(Land)
12547,Duel Decks: Elspeth vs. Kiora,(Land)
12548,Duel Decks: Elves vs. Goblins,(Land)
12549,Duel Decks: Elves vs. Goblins,(Land)
12550,Duel Decks: Elves vs. Goblins,(Land)
12551,Duel Decks: Elves vs. Goblins,(Land)
12552,Duel Decks: Elves vs. Goblins,(Land)
12553,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12554,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12555,Duel Decks: Elves vs. Goblins,(Common)
12556,Duel Decks: Elves vs. Goblins,(Common)
12557,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12558,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12559,Duel Decks: Elves vs. Goblins,(Uncommon)
12560,Duel Decks: Elves vs. Goblins,(Uncommon)
12561,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12562,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12563,Duel Decks: Elves vs. Goblins,(Uncommon)
12564,Duel Decks: Elves vs. Goblins,(Uncommon)
12565,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12566,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12567,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12568,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12569,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12570,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12571,Duel Decks: Elves vs. Goblins,(Common)
12572,Duel Decks: Elves vs. Goblins,(Common)
12573,Duel Decks: Elves vs. Goblins,(Common)
12574,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12575,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12576,Duel Decks: Elves vs. Goblins,(Uncommon)
12577,Duel Decks: Elves vs. Goblins,(Uncommon)
12578,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12579,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12580,Duel Decks: Elves vs. Goblins,(Common)
12581,Duel Decks: Elves vs. Goblins,(Common)
12582,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12583,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12584,Duel Decks: Elves vs. Goblins,(Uncommon)
12585,Duel Decks: Elves vs. Goblins,(Uncommon)
12586,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12587,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12588,Duel Decks: Elves vs. Goblins,(Uncommon)
12589,Duel Decks: Elves vs. Goblins,(Uncommon)
12590,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12591,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12592,Duel Decks: Elves vs. Goblins,(Common)
12593,Duel Decks: Elves vs. Goblins,(Common)
12594,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12595,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12596,Duel Decks: Elves vs. Goblins,(Uncommon)
12597,Duel Decks: Elves vs. Goblins,(Uncommon)
12598,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12599,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12600,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12601,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12602,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12603,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12604,Duel Decks: Elves vs. Goblins,(Uncommon)
12605,Duel Decks: Elves vs. Goblins,(Uncommon)
12606,Duel Decks: Elves vs. Goblins,(Uncommon)
12607,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12608,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12609,Duel Decks: Elves vs. Goblins,(Uncommon)
12610,Duel Decks: Elves vs. Goblins,(Uncommon)
12611,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12612,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12613,Duel Decks: Elves vs. Goblins,(Rare)
12614,Duel Decks: Elves vs. Goblins,(Rare)
12615,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12616,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12617,Duel Decks: Elves vs. Goblins,(Uncommon)
12618,Duel Decks: Elves vs. Goblins,(Uncommon)
12619,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12620,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12621,Duel Decks: Elves vs. Goblins,(Common)
12622,Duel Decks: Elves vs. Goblins,(Common)
12623,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12624,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12625,Duel Decks: Elves vs. Goblins,(Common)
12626,Duel Decks: Elves vs. Goblins,(Common)
12627,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12628,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12629,Duel Decks: Elves vs. Goblins,(Uncommon)
12630,Duel Decks: Elves vs. Goblins,(Uncommon)
12631,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12632,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12633,Duel Decks: Elves vs. Goblins,(Common)
12634,Duel Decks: Elves vs. Goblins,(Common)
12635,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12636,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12637,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12638,Duel Decks: Elspeth vs. Tezzeret,(Common)
12639,Duel Decks: Elspeth vs. Tezzeret,(Common)
12640,Duel Decks: Elspeth vs. Tezzeret,(Common)
12641,Duel Decks: Elves vs. Goblins,(Common)
12642,Duel Decks: Elves vs. Goblins,(Common)
12643,Duel Decks: Elves vs. Goblins,(Common)
12644,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12645,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12646,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12647,"Duel Decks Anthology, Elves vs. Goblins",(Land)
12648,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12649,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12650,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12651,"Duel Decks Anthology, Jace vs. Chandra",(Land)
12652,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12653,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12654,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12655,Duel Decks: Ajani vs. Nicol Bolas,(Land)
12656,Duel Decks: Elves vs. Goblins,(Land)
12657,Duel Decks: Elves vs. Goblins,(Land)
12658,Duel Decks: Elves vs. Goblins,(Land)
12659,Duel Decks: Elves vs. Goblins,(Land)
12660,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12661,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12662,Duel Decks: Elves vs. Goblins,(Common)
12663,Duel Decks: Elves vs. Goblins,(Common)
12664,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12665,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12666,Duel Decks: Elves vs. Goblins,(Common)
12667,Duel Decks: Elves vs. Goblins,(Common)
12668,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12669,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12670,Duel Decks: Elves vs. Goblins,(Uncommon)
12671,Duel Decks: Elves vs. Goblins,(Uncommon)
12672,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12673,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12674,Duel Decks: Elves vs. Goblins,(Rare)
12675,Duel Decks: Elves vs. Goblins,(Rare)
12676,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12677,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12678,Duel Decks: Elves vs. Goblins,(Uncommon)
12679,Duel Decks: Elves vs. Goblins,(Uncommon)
12680,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12681,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12682,Duel Decks: Elves vs. Goblins,(Rare)
12683,Duel Decks: Elves vs. Goblins,(Rare)
12684,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12685,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12686,Duel Decks: Elves vs. Goblins,(Common)
12687,Duel Decks: Elves vs. Goblins,(Common)
12688,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12689,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12690,Duel Decks: Elves vs. Goblins,(Common)
12691,Duel Decks: Elves vs. Goblins,(Common)
12692,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12693,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12694,Duel Decks: Elves vs. Goblins,(Rare)
12695,Duel Decks: Elves vs. Goblins,(Rare)
12696,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12697,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12698,Duel Decks: Elves vs. Goblins,(Common)
12699,Duel Decks: Elves vs. Goblins,(Common)
12700,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12701,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12702,Duel Decks: Elves vs. Goblins,(Common)
12703,Duel Decks: Elves vs. Goblins,(Common)
12704,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12705,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12706,Duel Decks: Elves vs. Goblins,(Uncommon)
12707,Duel Decks: Elves vs. Goblins,(Uncommon)
12708,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12709,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12710,Duel Decks: Elves vs. Goblins,(Uncommon)
12711,Duel Decks: Elves vs. Goblins,(Uncommon)
12712,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12713,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12714,Duel Decks: Elves vs. Goblins,(Common)
12715,Duel Decks: Elves vs. Goblins,(Common)
12716,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12717,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12718,Duel Decks: Elves vs. Goblins,(Common)
12719,Duel Decks: Elves vs. Goblins,(Common)
12720,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12721,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12722,Duel Decks: Elves vs. Goblins,(Common)
12723,Duel Decks: Elves vs. Goblins,(Common)
12724,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12725,"Duel Decks Anthology, Elves vs. Goblins",(Rare)
12726,Duel Decks: Elves vs. Goblins,(Rare)
12727,Duel Decks: Elves vs. Goblins,(Rare)
12728,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12729,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12730,Duel Decks: Elves vs. Goblins,(Common)
12731,Duel Decks: Elves vs. Goblins,(Common)
12732,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12733,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12734,Duel Decks: Elves vs. Goblins,(Common)
12735,Duel Decks: Elves vs. Goblins,(Common)
12736,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12737,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12738,Duel Decks: Elves vs. Goblins,(Common)
12739,Duel Decks: Elves vs. Goblins,(Common)
12740,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12741,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12742,Duel Decks: Elves vs. Goblins,(Uncommon)
12743,Duel Decks: Elves vs. Goblins,(Uncommon)
12744,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12745,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12746,Duel Decks: Elves vs. Goblins,(Uncommon)
12747,Duel Decks: Elves vs. Goblins,(Uncommon)
12748,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12749,"Duel Decks Anthology, Elves vs. Goblins",(Common)
12750,Duel Decks: Elves vs. Goblins,(Common)
12751,Duel Decks: Elves vs. Goblins,(Common)
12752,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12753,"Duel Decks Anthology, Elves vs. Goblins",(Uncommon)
12754,Duel Decks: Elves vs. Goblins,(Uncommon)
12755,Duel Decks: Elves vs. Goblins,(Uncommon)
12756,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12757,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12758,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12759,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12760,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12761,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12762,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12763,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12764,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12765,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12766,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12767,"Duel Decks Anthology, Garruk vs. Liliana (Mythic",Rare)
12768,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12769,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12770,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12771,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12772,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12773,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12774,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12775,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12776,"Duel Decks Anthology, Garruk vs. Liliana",(Uncommon)
12777,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12778,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
12779,"Duel Decks Anthology, Garruk vs. Liliana (Mythic",Rare)
12780,"Duel Decks Anthology, Garruk vs. Liliana",(Rare)
12781,"Duel Decks Anthology, Garruk vs. Liliana",(Common)
