,Unnamed: 0_x,card name,mana cost,converted mana cost,type,abilities-1,abilities-2,flavour text-1,flavour text-2,power/toughness,rarity,expansion,card no,artist,img url,Unnamed: 0_y,avg price ($),market price ($),foil avg ($),foil price ($)
404,404,"Lorcan, Warlock Collector","['5', 'Black', 'Black']",7,Legendary Creature — Devil,Flying, , , ,6 / 6,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,296,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531516&type=card,19036.0,2.65,2.48,,
405,405,Loyal Apprentice,"['1', 'Red']",2,Creature — Human Artificer,Haste, ,Those with knowledge are wise to listen to those with imagination., ,2 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,132,Joe Slucher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532519&type=card,15119.0,3.94,3.9,,
406,406,Lumbering Falls,[],2,Land,Lumbering Falls enters the battlefield tapped., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,247,Titus Lunter,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532634&type=card,8055.0,0.61,0.22,2.5,2.22
407,407,Maddening Hex,"['1', 'Red', 'Red']",3,Enchantment — Aura Curse,Enchant player, , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,301,Bryan Sola,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531521&type=card,19040.0,2.12,1.73,,
408,408,Magmaquake,"['Variable Colorless', 'Red', 'Red']",2,Instant,Magmaquake deals X damage to each creature without flying and each planeswalker., ,"""Where will you run when I punish you with the very ground you flee on?""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,133,Gabor Szikszai,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532520&type=card,13338.0,0.39,0.18,,
409,409,Mantle of the Ancients,"['3', 'White', 'White']",5,Enchantment — Aura,Enchant creature you control, , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,277,Denman Rooke,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531497&type=card,19043.0,2.75,2.32,,
410,410,Marionette Master,"['4', 'Black', 'Black']",6,Creature — Human Artificer,"Fabricate 3 (When this creature enters the battlefield, put three +1/+1 counters on it or create three 1/1 colorless Servo artifact creature tokens.)", , , ,1 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,102,James Ryman,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532489&type=card,19045.0,0.35,0.16,,
411,411,Masterwork of Ingenuity,['1'],1,Artifact — Equipment,You may have Masterwork of Ingenuity enter the battlefield as a copy of any Equipment on the battlefield., ,"""The crucible yields what you have forged in your mind. You need only reach in and draw the masterwork forth.""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,209,Ulrich Brunin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532596&type=card,13346.0,3.00,2.78,,
412,412,Merfolk Looter,"['1', 'Blue']",2,Creature — Merfolk Rogue,": Draw a card, then discard a card.", ,"Merfolk don't always know what they're looking for, but they're certain once they find it.", ,1 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,86,Tristan Elwell,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532473&type=card,191.0,0.23,0.14,0.99,0.68
413,413,Meteor Golem,['7'],7,Artifact Creature — Golem,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.", ,The impact sent the soldiers scattering—then something came out of the crater., ,3 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,210,Lake Hurwitz,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532597&type=card,15644.0,0.25,0.1,,
414,414,Midnight Pathlighter,"['2', 'White', 'Blue']",4,Creature — Human Wizard,Creatures you control can't be blocked except by legendary creatures., , , ,2 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,322,PINDURSKI,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531542&type=card,19049.0,0.77,0.62,,
415,415,Mind Stone,['2'],2,Artifact,: Add ., ,"""What is mana but possibility, an idea not yet given form?""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,211,Adam Rex,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532598&type=card,198.0,1.50,1.97,14.59,15.08
416,416,"Minn, Wily Illusionist","['1', 'Blue', 'Blue']",3,Legendary Creature — Gnome Wizard,"Whenever you draw your second card each turn, create a 1/1 blue Illusion creature token with ""This creature gets +1/+0 for each other Illusion you control.""", , , ,1 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,285,Dmitry Burmak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531505&type=card,19052.0,1.78,1.56,,
417,417,Mishra's Factory,[],3,Land,: Add ., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,248,Scott Chou,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532635&type=card,19054.0,0.25,0.1,,
418,418,Moonsilver Spear,['4'],4,Artifact — Equipment,Equipped creature has first strike., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,212,James Paick,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532599&type=card,7781.0,0.83,0.74,2.01,3.47
419,419,Mortuary Mire,[],4,Land,Mortuary Mire enters the battlefield tapped., , , , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,249,James Paick,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532636&type=card,8064.0,0.25,0.11,1.16,1.05
420,420,Mossfire Valley,[],4,Land,", : Add .", ,Plant life in the valley changes for the worse as runoff from dwarven forges contaminates the water., , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,250,Yeong-Hao Han,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532637&type=card,16143.0,0.50,0.36,,
421,421,Mosswort Bridge,[],4,Land,"Hideaway (This land enters the battlefield tapped. When it does, look at the top four cards of your library, exile one face down, then put the rest on the bottom of your library.)", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,251,Jeremy Jarvis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532638&type=card,7346.0,0.86,0.84,,
422,422,Mulldrifter,"['4', 'Blue']",5,Creature — Elemental,Flying, , , ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,87,Eric Fortune,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532474&type=card,12513.0,1.21,1.1,,
423,423,Murder of Crows,"['3', 'Blue', 'Blue']",5,Creature — Bird,Flying, ,"Even more than carrion, they crave the last words of the dying.", ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,88,Drew Baker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532475&type=card,19060.0,0.25,0.13,,
424,424,Nature's Lore,"['1', 'Green']",2,Sorcery,"Search your library for a Forest card, put that card onto the battlefield, then shuffle.", ,"Druidcraft is a simple invocation to spirits of nature, promising a glimpse of nature's secrets.", , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,164,Kim Sokol,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532551&type=card,19061.0,5.31,5.01,,
425,425,Necromantic Selection,"['4', 'Black', 'Black', 'Black']",7,Sorcery,"Destroy all creatures, then return a creature card put into a graveyard this way to the battlefield under your control. It's a black Zombie in addition to its other colors and types. Exile Necromantic Selection.", ,"It shambled from the cloud of ash and bone dust, undeterred by its own extinction.", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,103,Dave Kendall,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532490&type=card,13368.0,0.75,0.29,,
426,426,Necrotic Sliver,"['1', 'White', 'Black']",3,Creature — Sliver,"All Slivers have "", Sacrifice this permanent: Destroy target permanent.""", ,"Though Volrath is long dead, the slivers have become everything he wanted them to be: mindless instruments of destruction and despair.", ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,188,Dave Allsop,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532575&type=card,19063.0,0.34,0.21,,
427,427,Netherese Puzzle-Ward,"['3', 'Blue']",4,Enchantment,"Focus Beam — At the beginning of your upkeep, roll a d4. Scry X, where X is the result.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,286,Ralph Horsley,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531506&type=card,19064.0,0.63,0.53,,
428,428,Neverwinter Hydra,"['Variable Colorless', 'Variable Colorless', 'Green', 'Green']",2,Creature — Hydra,"As Neverwinter Hydra enters the battlefield, roll X d6. It enters with a number of +1/+1 counters on it equal to the total of those results.", , , ,0 / 0,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,310,Lucas Graciano,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531530&type=card,19066.0,2.61,2.2,,
429,429,Nihiloor,"['2', 'White', 'Blue', 'Black']",5,Legendary Creature — Horror,"When Nihiloor enters the battlefield, for each opponent, tap up to one untapped creature you control. When you do, gain control of target creature that player controls with power less than or equal to the tapped creature's power for as long as you control Nihiloor.", , , ,3 / 5,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,323,Chris Rallis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531543&type=card,19068.0,,,3.15,2.84
430,430,Nimbus Maze,[],5,Land,: Add ., ,To find its center is to find one's own., , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,252,Jason Chan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532639&type=card,19070.0,0.70,0.56,,
431,431,Obsessive Stitcher,"['1', 'Blue', 'Black']",3,Creature — Human Wizard,": Draw a card, then discard a card.", ,No one is as dedicated to perfection as a stitcher working on their latest masterpiece., ,0 / 3,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,189,Joe Slucher,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532576&type=card,19071.0,0.25,0.17,,
432,432,Ogre Slumlord,"['3', 'Black', 'Black']",5,Creature — Ogre Rogue,"Whenever another nontoken creature dies, you may create a 1/1 black Rat creature token.", ,"""His tenement is filled with the most vile, disgusting vermin. It's infested with rats, too.""", ,3 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,104,Trevor Claxton,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532491&type=card,19072.0,0.57,0.37,,
433,433,Opportunistic Dragon,"['2', 'Red', 'Red']",4,Creature — Dragon,Flying, , , ,4 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,134,Chris Rahn,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532521&type=card,19073.0,0.26,0.13,,
434,434,Orazca Relic,['3'],3,Artifact,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)", , , , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,213,Kieran Yanner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532600&type=card,19074.0,0.25,0.11,,
435,435,Orzhov Basilica,[],3,Land,Orzhov Basilica enters the battlefield tapped., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,253,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532640&type=card,12528.0,0.45,0.3,,
436,436,Outpost Siege,"['3', 'Red']",4,Enchantment,"As Outpost Siege enters the battlefield, choose Khans or Dragons.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,135,Daarken,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532522&type=card,14710.0,0.50,0.32,,
437,437,Paradise Druid,"['1', 'Green']",2,Creature — Elf Druid,Paradise Druid has hexproof as long as it's untapped.(It can't be the target of spells or abilities your opponents control.), ,"""There are many kinds of duty, and mine is to see our world grow and endure.""", ,2 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,165,Nils Hamm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532552&type=card,19077.0,0.26,0.19,,
438,438,Path of Ancestry,[],2,Land,Path of Ancestry enters the battlefield tapped., , , , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,254,Alayna Danner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532641&type=card,14713.0,1.04,0.44,,
439,439,Phantasmal Image,"['1', 'Blue']",2,Creature — Illusion,"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it has ""When this creature becomes the target of a spell or ability, sacrifice it.""", , , ,0 / 0,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,89,Nils Hamm,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532476&type=card,19079.0,6.21,5.89,,
440,440,Phantom Steed,"['3', 'Blue']",4,Creature — Horse Illusion,Flash, , , ,4 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,287,Brian Valeza,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531507&type=card,19080.0,1.39,1.21,,
441,441,Phthisis,"['3', 'Black', 'Black', 'Black', 'Black']",7,Sorcery,Destroy target creature. Its controller loses life equal to its power plus its toughness., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,105,Carl Critchlow,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532492&type=card,12978.0,0.25,0.1,,
442,442,Piper of the Swarm,"['1', 'Black']",2,Creature — Human Warlock,Rats you control have menace., ,"""If it has ears, it will dance to my tune.""", ,1 / 3,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,106,Irina Nordsol,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532493&type=card,19083.0,0.49,0.38,,
443,443,Plaguecrafter,"['2', 'Black']",3,Creature — Human Shaman,"When Plaguecrafter enters the battlefield, each player sacrifices a creature or planeswalker. Each player who can't discards a card.", ,"""My power is generosity, in a way. I give my survivors an appreciation for their lives.""", ,3 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,107,Anna Steinbauer,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532494&type=card,15671.0,0.52,0.66,,
444,444,Pontiff of Blight,"['4', 'Black', 'Black']",6,Creature — Zombie Cleric,"Extort (Whenever you cast a spell, you may pay . If you do, each opponent loses 1 life and you gain that much life.)", , , ,2 / 7,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,108,Seb McKinnon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532495&type=card,13393.0,0.71,0.68,,
445,445,Port Town,[],6,Land,"As Port Town enters the battlefield, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters the battlefield tapped.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,255,Kamila Szutenberg,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532642&type=card,19086.0,0.50,0.38,,
446,446,Prairie Stream,[],6,Land — Plains Island,(: Add or .), ,The continent of Ondu is a vast plateau crisscrossed by deep trenches and meandering rivers., , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,256,Adam Paquette,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532643&type=card,8112.0,1.14,0.86,3.99,4.63
447,447,Prognostic Sphinx,"['3', 'Blue', 'Blue']",5,Creature — Sphinx,Flying, , , ,3 / 5,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,90,Steve Prescott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532477&type=card,7514.0,0.42,0.23,,
448,448,Propaganda,"['2', 'Blue']",3,Enchantment,Creatures can't attack you unless their controller pays for each creature they control that's attacking you., ,"""The cost of your opposition will be extracted from your wits.""", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,91,Clint Cearley,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532478&type=card,12542.0,5.44,5.27,,
449,449,"Prosper, Tome-Bound","['2', 'Black', 'Red']",4,Legendary Creature — Tiefling Warlock,Deathtouch, , , ,1 / 4,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,324,Yongjae Choi,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531544&type=card,19090.0,,,3.75,3.18
450,450,Psychic Impetus,"['2', 'Blue']",3,Enchantment — Aura,Enchant creature, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,92,Lindsey Look,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532479&type=card,16182.0,0.25,0.03,,
451,451,Puresteel Paladin,"['White', 'White']",2,Creature — Human Knight,"Whenever an Equipment enters the battlefield under your control, you may draw a card.", , , ,2 / 2,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,69,Jason Chan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532456&type=card,19094.0,8.98,8.53,,
452,452,Radiant Solar,"['5', 'White']",6,Creature — Angel,"Flying, lifelink", , , ,3 / 6,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,278,Alexander Mokhov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531498&type=card,19095.0,1.33,1.1,,
453,453,Rakdos Carnarium,[],6,Land,Rakdos Carnarium enters the battlefield tapped., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,257,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532644&type=card,7360.0,0.40,0.26,,
454,454,Rakdos Charm,"['Black', 'Red']",2,Instant,Choose one —, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,190,Zoltan Boros,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532577&type=card,14285.0,0.99,0.98,,
455,455,Rakdos Signet,['2'],2,Artifact,", : Add .", ,"Made of bone and boiled in blood, a Rakdos signet is not considered finished until it has been used as a murder weapon.", , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,214,Martina Pilcerova,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532601&type=card,7362.0,1.85,1.97,,
456,456,Rampant Growth,"['1', 'Green']",2,Sorcery,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.", ,Nature grows solutions to its problems., , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,166,Steven Belledin,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532553&type=card,248.0,0.88,0.6,8.95,7.99
457,457,Rancor,['Green'],1,Enchantment — Aura,Enchant creature, ,Hatred outlives the hateful., , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,167,Kev Walker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532554&type=card,7363.0,1.71,1.57,,
458,458,Realm-Cloaked Giant,"['5', 'White', 'White', '3', 'White', 'White']",7,Creature — Giant,Vigilance, , , , ,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,167,Adam Paquette,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532457&type=card,19103.0,0.65,0.44,,
459,459,Reassembling Skeleton,"['1', 'Black']",2,Creature — Skeleton Warrior,: Return Reassembling Skeleton from your graveyard to the battlefield tapped., ,"""They may show up with the wrong thigh bone or mandible, but they always show up.""", ,1 / 1,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,109,Austin Hsu,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532496&type=card,7365.0,0.75,0.89,,
460,460,Reckless Endeavor,"['5', 'Red', 'Red']",7,Sorcery,Roll two d12 and choose one result. Reckless Endeavor deals damage equal to that result to each creature. Then create a number of Treasure tokens equal to the other result., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,302,Billy Christian,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531522&type=card,19105.0,1.70,1.44,,
461,461,Return of the Wildspeaker,"['4', 'Green']",5,Instant,Choose one —, ,"""The curse is broken.""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,168,Chris Rallis,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532555&type=card,16656.0,1.53,1.19,,
462,462,Return to Nature,"['1', 'Green']",2,Instant,Choose one —, ,"""Yes, nature is stronger. You don't see little buildings sprouting on trees.""", , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,169,Alayna Danner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532556&type=card,19108.0,0.25,0.09,,
463,463,Revivify,"['2', 'White']",3,Instant,Roll a d20 and add the number of creature cards in your graveyard that were put there from the battlefield this turn., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,279,Caio Monteiro,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531499&type=card,19109.0,2.14,1.96,,
464,464,Ride the Avalanche,"['Green', 'Blue']",2,Instant,"The next spell you cast this turn can be cast as though it had flash. When you cast your next spell this turn, put X +1/+1 counters on up to one target creature, where X is the mana value of that spell.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,325,Andrew Mar,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531545&type=card,19111.0,1.12,0.97,,
465,465,Rile,['Red'],1,Sorcery,Rile deals 1 damage to target creature you control. That creature gains trample until end of turn., ,The enormous can still be at the mercy of the small., , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,136,Igor Kieryluk,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532523&type=card,19113.0,0.25,0.1,,
466,466,Rishkar's Expertise,"['4', 'Green', 'Green']",6,Sorcery,Draw cards equal to the greatest power among creatures you control., ,"""Control the Great Conduit? You might as well try to divert a river with your hands.""", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,170,Magali Villeneuve,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532557&type=card,2809.0,5.16,3.1,11.76,11.75
467,467,Riverwise Augur,"['3', 'Blue']",4,Creature — Merfolk Wizard,"When Riverwise Augur enters the battlefield, draw three cards, then put two cards from your hand on top of your library in any order.", ,"""Time flows as the rivers do, toward an unknown sea. The wise know to look downstream.""", ,2 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,93,Alayna Danner,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532480&type=card,19115.0,0.25,0.15,,
468,468,Robe of Stars,"['1', 'White']",2,Artifact — Equipment,Equipped creature gets +0/+3., , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,280,Olena Richards,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531500&type=card,19116.0,6.01,5.7,,
469,469,Rod of Absorption,"['2', 'Blue']",3,Artifact,"Whenever a player casts an instant or sorcery spell, exile it instead of putting it into a graveyard as it resolves.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,288,Svetlin Velinov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531508&type=card,19118.0,1.80,1.29,,
470,470,Ronom Unicorn,"['1', 'White']",2,Creature — Unicorn,Sacrifice Ronom Unicorn: Destroy target enchantment., ,The aberrant magic of the Rimewind drew the unicorns back from the northern wastes to do battle once again., ,2 / 2,"Rarity:
Common",Adventures in the Forgotten Realms Commander,71,Carl Critchlow,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532458&type=card,11939.0,0.25,0.12,1.41,0.88
471,471,Savage Ventmaw,"['4', 'Red', 'Green']",6,Creature — Dragon,Flying, , , ,4 / 4,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,191,Slawomir Maniak,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532578&type=card,8938.0,0.55,0.57,3.33,2.61
472,472,Scourge of Valkas,"['2', 'Red', 'Red', 'Red']",5,Creature — Dragon,Flying, , , ,4 / 4,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,137,Lucas Graciano,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532524&type=card,14751.0,2.60,2.45,,
473,473,Seaside Citadel,[],5,Land,Seaside Citadel enters the battlefield tapped., ,"For wisdom's sake, it was built high to gaze on all things. For glory's sake, it was built high as a testament of power. For strength's sake, it was built high to repel all attacks.", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,258,Volkan Baga,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532645&type=card,13017.0,2.08,2.11,,
474,474,Sefris of the Hidden Ways,"['White', 'Blue', 'Black']",3,Legendary Creature — Human Wizard,"Whenever one or more creature cards are put into your graveyard from anywhere, venture into the dungeon. This ability triggers only once each turn. (To venture into the dungeon, enter the first room or advance to the next room.)", , , ,2 / 3,"Rarity:
Mythic Rare",Adventures in the Forgotten Realms Commander,326,Ryan Pancoast,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531546&type=card,19124.0,,,2.84,2.43
475,475,Serum Visions,['Blue'],1,Sorcery,Draw a card. Scry 2., ,"Serum was once derived from Mirrodin's blinkmoths, offering visions of inspiration. Now it is pulled from Phyrexian inkmoths, yielding visions of perfection.", , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,94,Izzy,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532481&type=card,16686.0,2.30,2.0,,
476,476,Shadowblood Ridge,[],1,Land,", : Add .", ,Gnolls make offerings to sinister forces in the shadow-drenched chasms., , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,259,Sam White,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532646&type=card,14320.0,1.03,0.55,,
477,477,Shamanic Revelation,"['3', 'Green', 'Green']",5,Sorcery,Draw a card for each creature you control., ,"First, whispers of ancient days. Then, visions of things to come.", , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,171,Cynthia Sheppard,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532558&type=card,14321.0,1.01,1.09,,
478,478,Share the Spoils,"['1', 'Red']",2,Enchantment,"When Share the Spoils enters the battlefield or an opponent loses the game, exile the top card of each player's library.", , , , ,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,303,Sidharth Chaturvedi,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=531523&type=card,19132.0,0.75,0.56,,
479,479,Shielding Plax,"['2', 'Green or Blue']",3,Enchantment — Aura,( can be paid with either or .), , , , ,"Rarity:
Common",Adventures in the Forgotten Realms Commander,192,Brian Hagan,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532579&type=card,19134.0,0.25,0.1,,
480,480,Shiny Impetus,"['2', 'Red']",3,Enchantment — Aura,Enchant creature, , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,138,Svetlin Velinov,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532525&type=card,16212.0,0.26,0.08,,
481,481,Shivan Hellkite,"['5', 'Red', 'Red']",7,Creature — Dragon,Flying (This creature can't be blocked except by creatures with flying or reach.), ,"A dragon's scale can be carved into a mighty shield, provided you can procure a dragontooth to cut it.", ,5 / 5,"Rarity:
Rare",Adventures in the Forgotten Realms Commander,139,Kev Walker,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532526&type=card,290.0,0.49,0.34,5.44,7.24
482,482,Shriekmaw,"['4', 'Black']",5,Creature — Elemental,Fear (This creature can't be blocked except by artifact creatures and/or black creatures.), , , ,3 / 2,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,110,Steve Prescott,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532497&type=card,7375.0,1.01,1.01,,
483,483,Simic Growth Chamber,[],5,Land,Simic Growth Chamber enters the battlefield tapped., , , , ,"Rarity:
Uncommon",Adventures in the Forgotten Realms Commander,260,John Avon,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=532647&type=card,12581.0,0.49,0.38,,
