,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
5734,Grand Coliseum,Commander 2016 ,Rare,0,['3', 'Red'],Land,,,,"Grand Coliseum enters the battlefield tapped.
: Add .
: Add one mana of any color. Grand Coliseum deals 1 damage to you.",3.95,3.94,44.01,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420916&type=card
11293,Grand Warlord Radha,Dominaria ,Rare,4,['2'," 'Red', 'Green']",Legendary Creature , Elf Warrior , Elf Warrior (3,4),"Haste
Whenever one or more creatures you control attack, add that much mana in any combination of and/or . Until end of turn, you don't lose this mana as steps and phases end.",0.58,0.44,1.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=443083&type=card
19436,Grandmother Sengir,Homelands ,Rare,5,['4', 'Black'],Legendary Creature , Human Wizard , Human Wizard (3,3),", : Target creature gets -1/-1 until end of turn.",3.32,3.19,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2922&type=card
19712,Granitic Titan,Hour of Devastation ,Common,6,['4'," 'Red', 'Red']",Creature , Elemental , Elemental (5,4),"Menace
Cycling (, Discard this card: Draw a card.)",0.19,0.04,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430784&type=card
16316,Granulate,Fifth Dawn ,Rare,4,['2'," 'Red', 'Red']",Sorcery,,,,Destroy each nonland artifact with mana value 4 or less.,1.38,1.49,7.19,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=72721&type=card
13945,Grapeshot,Duel Decks: Mind vs. Might ,Common,2,['1', 'Red'],Sorcery,,,,"Grapeshot deals 1 damage to any target.
Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)",0.19,0.08,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426588&type=card
6021,Grappling Hook,Commander 2017 ,Rare,4,['4'],,Artifact , Equipment, Equipment,,"Equipped creature has double strike.
Whenever equipped creature attacks, you may have target creature block it this turn if able.
Equip",0.66,0.65,1.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=433144&type=card
19205,Grappling Sundew,Guilds of Ravnica ,Uncommon,2,['1', 'Green'],Creature , Plant , Plant (0,4),"Defender, reach
: Grappling Sundew gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy this creature.)",0.25,0.06,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452881&type=card
5281,Grasp of Fate,Commander 2015 ,Rare,3,['1'," 'White', 'White']",Enchantment,,,,"When Grasp of Fate enters the battlefield, for each opponent, exile up to one target nonland permanent that player controls until Grasp of Fate leaves the battlefield. (Those permanents return under their owners' control.)",7.59,6.29,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=405249&type=card
22219,Grasp of Phantoms,Innistrad ,Uncommon,4,['3', 'Blue'],Sorcery,,,,"Put target creature on top of its owner's library.
Flashback (You may cast this card from your graveyard for its flashback cost. Then exile it.)",0.26,0.15,1.88,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=243208&type=card
1373,Grasp of the Hieromancer,Archenemy: Nicol Bolas ,Common,2,['1', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 and has ""Whenever this creature attacks, tap target creature defending player controls.""",29.94,0.06,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430552&type=card
22867,Grasping Current,Ixalan ,Rare,5,['4', 'Blue'],Sorcery,,,,"Return up to two target creatures to their owner's hand.
Search your library and/or graveyard for a card named Jace, Ingenious Mind-Mage, reveal it, and put it into your hand. If you searched your library this way, shuffle.",0.50,0.37,0.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435443&type=card
648,Grasping Dunes,Amonkhet ,Uncommon,0,['2', 'White'],Land , Desert, Desert,,": Add .
, , Sacrifice Grasping Dunes: Put a -1/-1 counter on target creature. Activate only as a sorcery.",0.21,0.12,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426946&type=card
9487,Grasping Scoundrel,Core Set 2019 ,Common,1,['Black'],,Creature , Human Pirate , Human Pirate (1,1),Grasping Scoundrel gets +1/+0 as long as it's attacking.,4.66,4.45,9.95,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=450259&type=card
9135,Gratuitous Violence,Conspiracy: Take the Crown ,Rare,5,['2'," 'Red', 'Red', 'Red']",Enchantment,,,,"If a creature you control would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",0.25,0.11,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416918&type=card
1789,Grave Birthing,Battle for Zendikar ,Common,3,['2', 'Black'],Instant,,,,"Devoid (This card has no color.)
Target opponent exiles a card from their graveyard. You create a 1/1 colorless Eldrazi Scion creature token. It has ""Sacrifice this creature: Add .""
Draw a card.",0.19,0.03,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401900&type=card
23313,Grave Consequences,Judgment ,Uncommon,2,['1', 'Black'],Instant,,,,"Each player may exile any number of cards from their graveyard. Then each player loses 1 life for each card in their graveyard.
Draw a card.",0.20,0.21,0.61,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=35161&type=card
1032,Grave Defiler,Apocalypse ,Uncommon,4,['3', 'Black'],Creature , Zombie , Zombie (2,1),"When Grave Defiler enters the battlefield, reveal the top four cards of your library. Put all Zombie cards revealed this way into your hand and the rest on the bottom of your library in any order.
: Regenerate Grave Defiler.",0.25,0.17,2.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=27662&type=card
1529,Grave Exchange,Avacyn Restored ,Common,6,['4'," 'Black', 'Black']",Sorcery,,,,Return target creature card from your graveyard to your hand. Target player sacrifices a creature.,0.20,0.09,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=279611&type=card
16084,Grave Strength,Fate Reforged ,Uncommon,2,['1', 'Black'],Sorcery,,,,"Choose target creature. Mill three cards, then put a +1/+1 counter on that creature for each creature card in your graveyard.",0.19,0.02,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391847&type=card
4534,Grave Titan,Commander 2014 ,Mythic,6,['4'," 'Black', 'Black']",Creature , Giant , Giant (6,6),"Deathtouch
Whenever Grave Titan enters the battlefield or attacks, create two 2/2 black Zombie creature tokens.",0.50,0.39,24.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389540&type=card
5735,Grave Upheaval,Commander 2016 ,Uncommon,6,['4'," 'Black', 'Red']",Sorcery,,,,"Put target creature card from a graveyard onto the battlefield under your control. It gains haste.
Basic landcycling (, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",3.95,3.94,44.01,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=420648&type=card
18668,Grave-Shell Scarab,Guild Kit: Golgari ,Rare,5,['2'," 'Black', 'Green', 'Green']",Creature , Insect , Insect (4,4),", Sacrifice Grave-Shell Scarab: Draw a card.
Dredge 1 (If you would draw a card, you may mill a card instead. If you do, return this card from your graveyard to your hand.)",1.06,0.29,1.43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=456067&type=card
3616,Gravebane Zombie,Classic Sixth Edition ,Uncommon,4,['3', 'Black'],Creature , Zombie , Zombie (3,2),"If Gravebane Zombie would die, put Gravebane Zombie on top of its owner's library instead.",0.20,0.09,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15389&type=card
20516,Gravebind,Ice Age ,Rare,1,['Black'],,Instant,,,,"Target creature can't be regenerated this turn.
Draw a card at the beginning of the next turn's upkeep.",0.20,0.08,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2453&type=card
25076,Graveborn Muse,Legions ,Rare,4,['2'," 'Black', 'Black']",Creature , Zombie Spirit , Zombie Spirit (3,3),"At the beginning of your upkeep, you draw X cards and you lose X life, where X is the number of Zombies you control.",0.20,0.13,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=44841&type=card
19713,Graven Abomination,Hour of Devastation ,Common,3,['3'],,Artifact Creature , Horror , Horror (3,1),"Whenever Graven Abomination attacks, exile target card from defending player's graveyard.",0.19,0.04,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430851&type=card
19006,Graven Dominator,Guildpact ,Rare,6,['4'," 'White', 'White']",Creature , Gargoyle , Gargoyle (4,4),"Flying
Haunt (When this creature dies, exile it haunting target creature.)
When Graven Dominator enters the battlefield or the creature it haunts dies, each other creature has base power and toughness 1/1 until end of turn.",0.38,0.20,0.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=97228&type=card
24216,Graven Lore,Kaldheim ,Rare,5,['3'," 'Blue', 'Blue']",Snow Instant,,,,"Scry X, where X is the amount of spent to cast this spell, then draw three cards. ( is mana from a snow source.)",0.37,0.17,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503669&type=card
2965,Graverobber Spider,Born of the Gods ,Uncommon,4,['3', 'Green'],Creature , Spider , Spider (2,4),"Reach
: Graverobber Spider gets +X/+X until end of turn, where X is the number of creature cards in your graveyard. Activate only once each turn.",0.25,0.13,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378494&type=card
10709,Gravetiller Wurm,Dark Ascension ,Uncommon,6,['5', 'Green'],Creature , Wurm , Wurm (4,4),"Trample
Morbid — Gravetiller Wurm enters the battlefield with four +1/+1 counters on it if a creature died this turn.",0.25,0.11,0.41,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=262673&type=card
9496,Graveyard Marshal,Core Set 2019 ,Rare,2,['Black', 'Black'],Creature , Zombie Soldier , Zombie Soldier (3,2),", Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",0.39,0.20,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447235&type=card
22224,Graveyard Shovel,Innistrad ,Uncommon,2,['2'],,Artifact,,,,", : Target player exiles a card from their graveyard. If it's a creature card, you gain 2 life.",0.20,0.08,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221288&type=card
19206,Gravitic Punch,Guilds of Ravnica ,Common,4,['3', 'Red'],Sorcery,,,,"Target creature you control deals damage equal to its power to target player.
Jump-start (You may cast this card from your graveyard by discarding a card in addition to paying its other costs. Then exile this card.)",0.25,0.06,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=452855&type=card
24810,Gravity Sphere,Legends ,Rare,3,['2', 'Red'],World Enchantment,,,,All creatures lose flying.,172.20,106.84,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1577&type=card
4535,Gray Merchant of Asphodel,Commander 2014 ,Common,5,['3'," 'Black', 'Black']",Creature , Zombie , Zombie (2,4),"When Gray Merchant of Asphodel enters the battlefield, each opponent loses X life, where X is your devotion to black. You gain life equal to the life lost this way. (Each in the mana costs of permanents you control counts toward your devotion to black.)",11.82,12.23,24.10,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=389541&type=card
14562,Graypelt Hunter,Duel Decks: Zendikar vs. Eldrazi ,Common,4,['3', 'Green'],Creature , Human Warrior Ally , Human Warrior Ally (2,2),"Trample
Whenever Graypelt Hunter or another Ally enters the battlefield under your control, you may put a +1/+1 counter on Graypelt Hunter.",0.25,0.13,0.54,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401655&type=card
15512,Grazing Kelpie,Eventide ,Common,4,['3', 'Green or Blue'],Creature , Beast , Beast (2,3),", Sacrifice Grazing Kelpie: Put target card from a graveyard on the bottom of its owner's library.
Persist (When this creature dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner's control with a -1/-1 counter on it.)",12.76,12.18,55.72,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=153428&type=card
24811,Great Defender,Legends ,Uncommon,1,['White'],,Instant,,,,"Target creature gets +0/+X until end of turn, where X is its mana value.",10.98,3.44,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1614&type=card
24217,Great Hall of Starnheim,Kaldheim ,Uncommon,0,['3'," 'Blue', 'Blue']",Land,,,,"Great Hall of Starnheim enters the battlefield tapped.
: Add .
, , Sacrifice Great Hall of Starnheim and a creature you control: Create a 4/4 white Angel Warrior creature token with flying and vigilance. Activate only as a sorcery.",0.25,0.08,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503878&type=card
2966,Great Hart,Born of the Gods ,Common,4,['3', 'White'],Creature , Elk , Elk (2,4),,0.25,0.13,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378387&type=card
24812,Great Wall,Legends ,Uncommon,3,['2', 'White'],Enchantment,,,,Creatures with plainswalk can be blocked as though they didn't have plainswalk.,5.99,3.26,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1615&type=card
16085,Great-Horn Krushok,Fate Reforged ,Common,5,['4', 'White'],Creature , Beast , Beast (3,5),,0.25,0.09,0.37,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391848&type=card
21037,Greater Basilisk,Iconic Masters ,Common,5,['3'," 'Green', 'Green']",Creature , Basilisk , Basilisk (3,5),Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),0.25,0.07,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438731&type=card
10890,Greater Harvester,Darksteel ,Rare,5,['2'," 'Black', 'Black', 'Black']",Creature , Horror , Horror (5,6),"At the beginning of your upkeep, sacrifice a permanent.
Whenever Greater Harvester deals combat damage to a player, that player sacrifices two permanents.",0.39,0.25,0.93,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=49837&type=card
13620,Greater Mossdog,Duel Decks: Izzet vs. Golgari ,Common,4,['3', 'Green'],Creature , Plant Dog , Plant Dog (3,3),"Dredge 3 (If you would draw a card, you may mill three cards instead. If you do, return this card from your graveyard to your hand.)",1.99,1.93,13.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=338472&type=card
20517,Green Scarab,Ice Age ,Uncommon,1,['White'],,Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature can't be blocked by green creatures.
Enchanted creature gets +2/+2 as long as an opponent controls a green permanent.",0.29,0.26,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2688&type=card
70,Greenbelt Rampager,Aether Revolt ,Rare,1,['Green'],,Creature , Elephant , Elephant (3,4),"When Greenbelt Rampager enters the battlefield, pay (two energy counters). If you can't, return Greenbelt Rampager to its owner's hand and you get .",0.26,0.20,0.88,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423774&type=card
18318,Greenside Watcher,Gatecrash ,Common,2,['1', 'Green'],Creature , Elf Druid , Elf Druid (2,1),: Untap target Gate.,10.81,10.51,22.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366440&type=card
1790,Greenwarden of Murasa,Battle for Zendikar ,Mythic,6,['4'," 'Green', 'Green']",Creature , Elemental , Elemental (5,4),"When Greenwarden of Murasa enters the battlefield, you may return target card from your graveyard to your hand.
When Greenwarden of Murasa dies, you may exile it. If you do, return target card from your graveyard to your hand.",0.20,0.10,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401901&type=card
71,Greenwheel Liberator,Aether Revolt ,Rare,2,['1', 'Green'],Creature , Elf Warrior , Elf Warrior (2,1),Revolt — Greenwheel Liberator enters the battlefield with two +1/+1 counters on it if a permanent you controlled left the battlefield this turn.,0.42,0.15,0.71,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423775&type=card
72,Gremlin Infestation,Aether Revolt ,Uncommon,4,['3', 'Red'],Enchantment , Aura, Aura,,"Enchant artifact
At the beginning of your end step, Gremlin Infestation deals 2 damage to enchanted artifact's controller.
When enchanted artifact is put into a graveyard, create a 2/2 red Gremlin creature token.",0.37,0.04,0.39,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423750&type=card
9137,Grenzo's Ruffians,Conspiracy: Take the Crown ,Uncommon,4,['2'," 'Red', 'Red']",Creature , Goblin , Goblin (2,2),"Melee (Whenever this creature attacks, it gets +1/+1 until end of turn for each opponent you attacked this combat.)
Whenever Grenzo's Ruffians deals combat damage to an opponent, it deals that much damage to each other opponent.",15.39,15.89,28.98,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416812&type=card
9136,"Grenzo, Havoc Raiser",Conspiracy: Take the Crown ,Rare,2,['Red', 'Red'],Legendary Creature , Goblin Rogue , Goblin Rogue (2,2),"Whenever a creature you control deals combat damage to a player, choose one —
• Goad target creature that player controls.
• Exile the top card of that player's library. Until end of turn, you may cast that card and you may spend mana as though it were mana of any color to cast that spell.",6.42,5.82,81.67,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=416811&type=card
7134,"Greven, Predator Captain",Commander 2019 ,Mythic,5,['3'," 'Black', 'Red']",Legendary Creature , Phyrexian Human Warrior , Phyrexian Human Warrior (5,5),"Menace
Greven, Predator Captain gets +X/+0, where X is the amount of life you've lost this turn.
Whenever Greven attacks, you may sacrifice another creature. If you do, you draw cards equal to that creature's power and you lose life equal to that creature's toughness.",0.33,0.12,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470589&type=card
18319,Gridlock,Gatecrash ,Uncommon,1,['Variable Colorless', 'Blue'],Instant,,,,Tap X target nonland permanents.,0.20,0.06,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=366330&type=card
10473,Griffin Aerie,Core Set 2021 ,Uncommon,2,['1', 'White'],Enchantment,,,,"At the beginning of your end step, if you gained 3 or more life this turn, create a 2/2 white Griffin creature token with flying.",0.30,0.14,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485345&type=card
2967,Griffin Dreamfinder,Born of the Gods ,Common,5,['3'," 'White', 'White']",Creature , Griffin , Griffin (1,4),"Flying
When Griffin Dreamfinder enters the battlefield, return target enchantment card from your graveyard to your hand.",0.20,0.02,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378388&type=card
10123,Griffin Protector,Core Set 2020 ,Common,4,['3', 'White'],Creature , Griffin , Griffin (2,3),"Flying
Whenever another creature enters the battlefield under your control, Griffin Protector gets +1/+1 until end of turn.",0.18,0.03,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466774&type=card
10124,Griffin Sentinel,Core Set 2020 ,Common,3,['2', 'White'],Creature , Griffin , Griffin (1,3),"Flying
Vigilance (Attacking doesn't cause this creature to tap.)",0.16,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466775&type=card
22869,Grim Captain's Call,Ixalan ,Uncommon,3,['2', 'Black'],Sorcery,,,,"Return a Pirate card from your graveyard to your hand, then do the same for Vampire, Dinosaur, and Merfolk.",0.19,0.04,0.45,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=435262&type=card
16086,Grim Contest,Fate Reforged ,Common,3,['1'," 'Black', 'Green']",Instant,,,,Choose target creature you control and target creature an opponent controls. Each of those creatures deals damage equal to its toughness to the other.,0.20,0.02,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391849&type=card
14005,Grim Discovery,Duel Decks: Nissa vs. Ob Nixilis ,Common,2,['1', 'Black'],Sorcery,,,,"Choose one or both —
• Return target creature card from your graveyard to your hand.
• Return target land card from your graveyard to your hand.",0.24,0.17,0.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=417474&type=card
24218,Grim Draugr,Kaldheim ,Common,3,['2', 'Black'],Snow Creature , Zombie Berserker , Zombie Berserker (3,2),: Grim Draugr gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures. can be paid with one mana from a snow source.),0.19,0.01,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=503705&type=card
15074,Grim Flayer,Eldritch Moon ,Mythic,2,['Black', 'Green'],Creature , Human Warrior , Human Warrior (2,2),"Trample
Whenever Grim Flayer deals combat damage to a player, look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.
Delirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.",5.63,4.59,11.73,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414489&type=card
23151,Grim Guardian,Journey into Nyx ,Common,3,['2', 'Black'],Enchantment Creature , Zombie , Zombie (1,4),"Constellation — Whenever Grim Guardian or another enchantment enters the battlefield under your control, each opponent loses 1 life.",0.25,0.04,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380430&type=card
3835,Grim Harvest,Coldsnap ,Common,2,['1', 'Black'],Instant,,,,"Return target creature card from your graveyard to your hand.
Recover (When a creature is put into your graveyard from the battlefield, you may pay . If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)",0.25,0.24,3.18,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=122114&type=card
651,Grim Strider,Amonkhet ,Uncommon,4,['3', 'Black'],Creature , Horror , Horror (6,6),Grim Strider gets -1/-1 for each card in your hand.,0.25,0.04,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426796&type=card
10474,Grim Tutor,Core Set 2021 ,Mythic,3,['1'," 'Black', 'Black']",Sorcery,,,,"Search your library for a card, put that card into your hand, then shuffle. You lose 3 life.",16.78,14.76,20.00,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485426&type=card
10891,Grimclaw Bats,Darksteel ,Common,2,['1', 'Black'],Creature , Bat , Bat (1,1),"Flying
, Pay 1 life: Grimclaw Bats gets +1/+1 until end of turn.",0.39,0.25,0.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=46100&type=card
21910,Grimdancer,Ikoria: Lair of Behemoths ,Uncommon,3,['1'," 'Black', 'Black']",Creature , Nightmare , Nightmare (3,3),"Grimdancer enters the battlefield with your choice of two different counters on it from among menace, deathtouch, and lifelink.",0.26,0.21,0.48,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=479610&type=card
22225,"Grimgrin, Corpse-Born",Innistrad ,Mythic,5,['3'," 'Blue', 'Black']",Legendary Creature , Zombie Warrior , Zombie Warrior (5,5),"Grimgrin, Corpse-Born enters the battlefield tapped and doesn't untap during your untap step.
Sacrifice another creature: Untap Grimgrin and put a +1/+1 counter on it.
Whenever Grimgrin attacks, destroy target creature defending player controls, then put a +1/+1 counter on Grimgrin.",0.24,0.08,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=247237&type=card
19567,Grind // Dust (Dust),Hour of Devastation ,Rare,4,['3', 'White'],Sorcery,,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Exile any number of target creatures that have -1/-1 counters on them.",0.28,0.25,0.74,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430844&type=card
19714,Grind // Dust (Grind),Hour of Devastation ,Rare,2,['1', 'Black'],Sorcery,,,,Put a -1/-1 counter on each of up to two target creatures.,0.15,0.01,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430844&type=card
16317,Grinding Station,Fifth Dawn ,Uncommon,2,['2'],,Artifact,,,,", Sacrifice an artifact: Target player mills three cards.
Whenever an artifact enters the battlefield, you may untap Grinding Station.",14.48,12.28,46.40,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=51229&type=card
17890,Grinning Ignus,Future Sight ,Common,3,['2', 'Red'],Creature , Elemental , Elemental (2,2),", Return Grinning Ignus to its owner's hand: Add . Activate only as a sorcery.",7.00,6.56,19.99,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=136040&type=card
3618,Grinning Totem,Classic Sixth Edition ,Rare,4,['4'],,Artifact,,,,", , Sacrifice Grinning Totem: Search target opponent's library for a card and exile it. Then that player shuffles. Until the beginning of your next upkeep, you may play that card. At the beginning of your next upkeep, if you haven't played it, put it into its owner's graveyard.",10.59,10.73,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=15406&type=card
23314,Grip of Amnesia,Judgment ,Common,2,['1', 'Blue'],Instant,,,,"Counter target spell unless its controller exiles all cards from their graveyard.
Draw a card.",0.24,0.16,0.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=34808&type=card
1791,Grip of Desolation,Battle for Zendikar ,Uncommon,6,['4'," 'Black', 'Black']",Instant,,,,"Devoid (This card has no color.)
Exile target creature and target land.",1.46,1.15,4.18,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=401902&type=card
1530,Griselbrand,Avacyn Restored ,Mythic,8,['4'," 'Black', 'Black', 'Black', 'Black']",Legendary Creature , Demon , Demon (7,7),"Flying, lifelink
Pay 7 life: Draw seven cards.",0.20,0.09,0.28,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=239995&type=card
15075,Grisly Anglerfish,Eldritch Moon ,Uncommon,0,['Black', 'Green'],Creature , Eldrazi Fish , Eldrazi Fish (4,5),: Creatures your opponents control attack this turn if able.,0.25,0.05,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=414358&type=card
19715,Grisly Survivor,Hour of Devastation ,Common,3,['2', 'Black'],Creature , Minotaur Warrior , Minotaur Warrior (2,3),"Whenever you cycle or discard a card, Grisly Survivor gets +2/+0 until end of turn.",0.34,0.16,0.58,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=430753&type=card
2968,Grisly Transformation,Born of the Gods ,Common,3,['2', 'Black'],Enchantment , Aura, Aura,,"Enchant creature
When Grisly Transformation enters the battlefield, draw a card.
Enchanted creature has intimidate. (It can't be blocked except by artifact creatures and/or creatures that share a color with it.)",0.20,0.06,0.27,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=378446&type=card
7137,"Grismold, the Dreadsower",Commander 2019 ,Rare,3,['1'," 'Black', 'Green']",Legendary Creature , Troll Shaman , Troll Shaman (3,3),"Trample
At the beginning of your end step, each player creates a 1/1 green Plant creature token.
Whenever a creature token dies, put a +1/+1 counter on Grismold, the Dreadsower.",0.54,0.29,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470590&type=card
19007,Gristleback,Guildpact ,Uncommon,3,['2', 'Green'],Creature , Boar Beast , Boar Beast (2,2),"Bloodthirst 1 (If an opponent was dealt damage this turn, this creature enters the battlefield with a +1/+1 counter on it.)
Sacrifice Gristleback: You gain life equal to Gristleback's power.",0.25,0.13,0.43,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=96833&type=card
267,Grixis Grimblade,Alara Reborn ,Common,2,['Blue or Red', 'Black'],Creature , Zombie Warrior , Zombie Warrior (2,1),"As long as you control another multicolored permanent, Grixis Grimblade gets +1/+1 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy that creature.)",0.25,0.21,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188976&type=card
8972,Grixis Illusionist,Conflux ,Common,1,['Blue'],,Creature , Human Wizard , Human Wizard (1,1),: Target land you control becomes the basic land type of your choice until end of turn.,0.35,0.22,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=177927&type=card
8973,Grixis Slavedriver,Conflux ,Uncommon,6,['5', 'Black'],Creature , Zombie Giant , Zombie Giant (4,4),"When Grixis Slavedriver leaves the battlefield, create a 2/2 black Zombie creature token.
Unearth (: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",0.21,0.10,0.26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=179804&type=card
268,Grixis Sojourners,Alara Reborn ,Common,4,['1'," 'Blue', 'Black', 'Red']",Creature , Zombie Ogre , Zombie Ogre (4,3),"When you cycle Grixis Sojourners or it dies, you may exile target card from a graveyard.
Cycling (, Discard this card: Draw a card.)",0.25,0.21,0.50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=188972&type=card
